# Reviewed exact Complete-only definitions; each entry cites platform/pressing evidence.
file	function	signature	reason
src/customcampaign.cpp	TCampaignSecondarySkillBonus::Read	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual campaign bonus hierarchy, vtable 0x0063d9e0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellBonus::Apply	void (int) __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063daa0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellBonus::GetIconDefName	const char *() __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063daa0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellBonus::GetText	std::string () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063daa0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellBonus::Read	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual campaign bonus hierarchy, vtable 0x0063daa0; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellScrollBonus::Apply	void (int) __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da20; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/customcampaign.cpp	TCampaignSpellScrollBonus::GetText	std::string () __attribute__((thiscall)) const	Complete virtual campaign bonus hierarchy, vtable 0x0063da20; include/customcampaign.h documents the retail factory/slots replacing Dreamcast SCampaign::give_custom_items.
src/seerhut.cpp	type_artifact_quest::DoProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::DoProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::GetAIValue	int (int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::GetQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::GetRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::Load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::LoadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::Save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::SetDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::TakePayment	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::is_satisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::type_artifact_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_artifact_quest::type_artifact_quest	void (unsigned char, TArtifact, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641878; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::DoProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::DoProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::GetQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::GetRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::Load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::LoadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::SetDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::is_satisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::quest_type	int () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_be_hero_quest::type_be_hero_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064192c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::DoProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::DoProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::GetQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::GetRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::Load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::Save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::SetDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::is_satisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::quest_type	int () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_belong_to_player_quest::type_belong_to_player_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641968; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::DoProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::DoProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::GetAIValue	int (int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::GetQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::GetRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::Load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::LoadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::Save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::SetDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::TakePayment	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::is_satisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_creature_quest::type_creature_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418b4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::DoProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::DoProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::GetQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::GetRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::Load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::NotifyHeroDefeated	void (int, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::Save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::SetDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::is_satisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::quest_type	int () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_defeat_hero_quest::type_defeat_hero_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641800; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::DoProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::DoProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::GetQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::GetRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::Load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::LoadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::Save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::SetDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::is_satisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_experience_quest::type_experience_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x00641788; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::DoProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::DoProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::GetQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::GetRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::Load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::NotifyMonsterDefeated	void (TQuestPosition, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::Save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::SetDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::is_satisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::quest_type	int () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_monster_quest::type_monster_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064183c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_quest::GetProgressDialogText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064174c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_quest::GetProposalDialogText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064174c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_quest::Load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064174c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_quest::LoadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064174c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_quest::Save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064174c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_quest::get_time_limit_text	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064174c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_quest::has_expired	unsigned char () __attribute__((thiscall)) const	Complete virtual quest hierarchy, vtable 0x0064174c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_quest::type_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064174c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_quest::~type_quest	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x0064174c; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::DoProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::DoProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::GetAIValue	int (int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::GetQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::GetRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::Load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::LoadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::Save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::SetDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::TakePayment	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::is_satisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_resource_quest::type_resource_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006418f0; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::DoProgressDialog	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::DoProposalDialog	void (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::GetQuestDescription	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::GetRequirementText	std::string () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::Load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::LoadFromMap	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::Save	void (TAbstractFile *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::SetDefaultText	void () __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::is_satisfied	unsigned char (hero *) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::skill_requirement_text	std::string (const signed char (&)[4]) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
src/seerhut.cpp	type_skill_quest::type_skill_quest	void (unsigned char) __attribute__((thiscall))	Complete virtual quest hierarchy, vtable 0x006417c4; include/quest.h and src/seerhut.cpp document the retail factory/slots replacing Dreamcast TSeerHut switch-based quests.
