# MANUALLY MANAGED - this file was INITIALLY GENERATED by homm3.carve
# (provenance below) and is hand-owned after admission: boundary
# corrections are edited directly into these rows; do not regenerate
# over hand edits.
# generator: homm3.carve.relocs emit-relocs
# exe: HEROES3.EXE sha256=057c9d88e7206f6669a4615de2c6e02ab6c4e2d570a9e2badf07fe0bd6247274 size=2732032
# date: 2026-08-04
# ANALYSIS OUTPUT, NOT RETAIL EVIDENCE
# per-site evidence for retail-relocs.tsv; dispositions explained there
site_rva	value	channel	detail	target_class	ctx	disposition
0x1db9a7	0x65f2f8	code	push	literal-interior	imm	kept
0x1db9fa	0x6a5d5c	code	mov	data	mem	kept
0x1dba09	0x65f2f8	code	push	literal-interior	imm	kept
0x1dba5c	0x6a5d5c	code	mov	data	mem	kept
0x1dba6b	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbabe	0x6a5d5c	code	mov	data	mem	kept
0x1dbacd	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbb2b	0x6a5d5c	code	mov	data	mem	kept
0x1dbb3a	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbb8d	0x6a5d5c	code	mov	data	mem	kept
0x1dbb9c	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbbe8	0x6a5d5c	code	mov	data	mem	kept
0x1dbbf7	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbc4a	0x6a5d5c	code	mov	data	mem	kept
0x1dbc59	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbca9	0x6a5d5c	code	mov	data	mem	kept
0x1dbcb8	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbd08	0x6a5d5c	code	mov	data	mem	kept
0x1dbd17	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbd6a	0x6a5d5c	code	mov	data	mem	kept
0x1dbd79	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbdcc	0x6a5d5c	code	mov	data	mem	kept
0x1dbddb	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbe2e	0x6a5d5c	code	mov	data	mem	kept
0x1dbe3d	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbe9b	0x6a5d5c	code	mov	data	mem	kept
0x1dbeaa	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbefd	0x6a5d5c	code	mov	data	mem	kept
0x1dbf0c	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbf58	0x6a5d5c	code	mov	data	mem	kept
0x1dbf67	0x65f2f8	code	push	literal-interior	imm	kept
0x1dbfba	0x6a5d5c	code	mov	data	mem	kept
0x1dbfc9	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc019	0x6a5d5c	code	mov	data	mem	kept
0x1dc028	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc078	0x6a5d5c	code	mov	data	mem	kept
0x1dc087	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc0da	0x6a5d5c	code	mov	data	mem	kept
0x1dc0e9	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc13c	0x6a5d5c	code	mov	data	mem	kept
0x1dc14b	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc19e	0x6a5d5c	code	mov	data	mem	kept
0x1dc1ad	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc20b	0x6a5d5c	code	mov	data	mem	kept
0x1dc21a	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc26d	0x6a5d5c	code	mov	data	mem	kept
0x1dc27c	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc2c8	0x6a5d5c	code	mov	data	mem	kept
0x1dc2d7	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc32a	0x6a5d5c	code	mov	data	mem	kept
0x1dc339	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc389	0x6a5d5c	code	mov	data	mem	kept
0x1dc398	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc3e8	0x6a5d5c	code	mov	data	mem	kept
0x1dc3f7	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc44a	0x6a5d5c	code	mov	data	mem	kept
0x1dc459	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc4ac	0x6a5d5c	code	mov	data	mem	kept
0x1dc4bb	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc50e	0x6a5d5c	code	mov	data	mem	kept
0x1dc51d	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc57b	0x6a5d5c	code	mov	data	mem	kept
0x1dc58a	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc5dd	0x6a5d5c	code	mov	data	mem	kept
0x1dc5ec	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc638	0x6a5d5c	code	mov	data	mem	kept
0x1dc647	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc69a	0x6a5d5c	code	mov	data	mem	kept
0x1dc6a9	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc6fc	0x6a5d5c	code	mov	data	mem	kept
0x1dc70b	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc75e	0x6a5d5c	code	mov	data	mem	kept
0x1dc76d	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc7c0	0x6a5d5c	code	mov	data	mem	kept
0x1dc7cf	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc822	0x6a5d5c	code	mov	data	mem	kept
0x1dc831	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc884	0x6a5d5c	code	mov	data	mem	kept
0x1dc893	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc8f1	0x6a5d5c	code	mov	data	mem	kept
0x1dc900	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc953	0x6a5d5c	code	mov	data	mem	kept
0x1dc962	0x65f2f8	code	push	literal-interior	imm	kept
0x1dc9ae	0x6a5d5c	code	mov	data	mem	kept
0x1dc9bd	0x65f2f8	code	push	literal-interior	imm	kept
0x1dca12	0x6817f4	code	push	literal-interior	imm	kept
0x1dca69	0x65f2f8	code	push	literal-interior	imm	kept
0x1dcaba	0x68c218	code	push	literal-start	imm	kept
0x1dcb86	0x636ae8	code	push	code	imm	kept
0x1dcba2	0x6439bc	code	mov	data	imm	kept
0x1dcc1d	0x6a5c28	code	mov	data	mem	kept
0x1dcc2e	0x6973d8	code	mov	data	imm	kept
0x1dcc57	0x6994fc	code	mov	data	mem	kept
0x1dcc6a	0x66ce88	code	mov	data	mem	kept
0x1dcc7f	0x66ce8c	code	mov	data	mem	kept
0x1dcc9c	0x6747b4	code	mov	data	mem	kept
0x1dccb8	0x6747b0	code	mov	data	mem	kept
0x1dccc3	0x691210	code	mov	data	imm	kept
0x1dccc9	0x6a5d5c	code	mov	data	mem	kept
0x1dccd6	0x660344	code	push	literal-interior	imm	kept
0x1dccdb	0x6973d8	code	push	data	imm	kept
0x1dcced	0x691210	code	mov	data	imm	kept
0x1dcd01	0x6973d8	code	mov	data	imm	kept
0x1dcd35	0x641ecc	code	mov	data	mem	kept
0x1dcd3f	0x6a56e0	code	mov	data	mem	kept
0x1dcd50	0x6973d8	code	mov	data	imm	kept
0x1dcd65	0x641eac	code	mov	data	mem	kept
0x1dcd6f	0x6a56e0	code	mov	data	mem	kept
0x1dcd80	0x6973d8	code	mov	data	imm	kept
0x1dcd9a	0x691210	code	mov	data	imm	kept
0x1dcdae	0x6973d8	code	mov	data	imm	kept
0x1dcdc7	0x6a5c40	code	mov	data	mem	kept
0x1dcdce	0x6a64e4	code	mov	data	mem	kept
0x1dcdd5	0x6973d8	code	push	data	imm	kept
0x1dce0d	0x6973d8	code	mov	data	imm	kept
0x1dce2a	0x699280	code	mov	data	mem	kept
0x1dce5c	0x636b0b	code	push	code	imm	kept
0x1dce62	0x6994fc	code	mov	data	mem	kept
0x1dce8c	0x66ce88	code	mov	data	mem	kept
0x1dce95	0x66ce8c	code	mov	data	mem	kept
0x1dcec4	0x6994fc	code	mov	data	mem	kept
0x1dcee4	0x6aaa54	code	mov	data	mem	kept
0x1dcef1	0x6aaa54	code	mov	data	mem	kept
0x1dcef7	0x699500	code	mov	data	mem	kept
0x1dcf02	0x6aaa54	code	mov	data	mem	kept
0x1dcf1d	0x6994fc	code	mov	data	mem	kept
0x1dcf26	0x6a5d5c	code	mov	data	mem	kept
0x1dcf3b	0x660c98	code	push	literal-start	imm	kept
0x1dcf40	0x6973d8	code	push	data	imm	kept
0x1dcf52	0x6973d8	code	push	data	imm	kept
0x1dcf86	0x636b2b	code	push	code	imm	kept
0x1dcffa	0x5dd330	code	mov	code	mem	kept
0x1dd001	0x5dd318	code	jmp	code	mem	kept
0x1dd06c	0x5dd378	code	mov	code	mem	kept
0x1dd073	0x5dd370	code	jmp	code	mem	kept
0x1dd0d4	0x6994fc	code	mov	data	mem	kept
0x1dd10c	0x6aaa54	code	mov	data	mem	kept
0x1dd119	0x6aaa54	code	mov	data	mem	kept
0x1dd120	0x699500	code	mov	data	mem	kept
0x1dd12b	0x6aaa54	code	mov	data	mem	kept
0x1dd145	0x6994fc	code	mov	data	mem	kept
0x1dd14d	0x6a5d5c	code	mov	data	mem	kept
0x1dd161	0x660c98	code	push	literal-start	imm	kept
0x1dd166	0x6973d8	code	push	data	imm	kept
0x1dd175	0x6973d8	code	push	data	imm	kept
0x1dd18f	0x641ecc	code	mov	data	mem	kept
0x1dd19d	0x6a56e4	code	mov	data	mem	kept
0x1dd1b0	0x6973d8	code	mov	data	imm	kept
0x1dd1ed	0x641eac	code	mov	data	mem	kept
0x1dd1fa	0x6a56e4	code	mov	data	mem	kept
0x1dd20e	0x6973d8	code	mov	data	imm	kept
0x1dd23e	0x6973d8	code	mov	data	imm	kept
0x1dd251	0x698998	code	mov	data	mem	kept
0x1dd280	0x698998	code	mov	data	mem	kept
0x1dd2ba	0x699280	code	mov	data	mem	kept
0x1dd2c5	0x6994fc	code	mov	data	mem	kept
0x1dd2e9	0x6994fc	code	mov	data	mem	kept
0x1dd318	0x5dd005	switch	table@0x1dd318	code	-	kept
0x1dd31c	0x5dd0b6	switch	table@0x1dd318	code	-	kept
0x1dd320	0x5dd012	switch	table@0x1dd318	code	-	kept
0x1dd324	0x5dd022	switch	table@0x1dd318	code	-	kept
0x1dd328	0x5dd032	switch	table@0x1dd318	code	-	kept
0x1dd32c	0x5dd24a	switch	table@0x1dd318	code	-	kept
0x1dd370	0x5dd0b6	switch	table@0x1dd370	code	-	kept
0x1dd374	0x5dd077	switch	table@0x1dd370	code	-	kept
0x1dd3a1	0x6994e8	code	mov	data	mem	kept
0x1dd3ba	0x6aa9d8	code	mov	data	mem	kept
0x1dd404	0x66cec0	code	mov	data	imm	kept
0x1dd4b4	0x6973d8	code	push	data	imm	kept
0x1dd4c9	0x6973d8	code	mov	data	imm	kept
0x1dd4eb	0x66ce88	code	mov	data	mem	kept
0x1dd4fa	0x66ce8c	code	mov	data	mem	kept
0x1dd50a	0x6a5d5c	code	mov	data	mem	kept
0x1dd51f	0x660c98	code	push	literal-start	imm	kept
0x1dd524	0x6973d8	code	push	data	imm	kept
0x1dd53f	0x6973d8	code	mov	data	imm	kept
0x1dd56e	0x6747b4	code	mov	data	mem	kept
0x1dd58a	0x6747b0	code	mov	data	mem	kept
0x1dd595	0x691210	code	mov	data	imm	kept
0x1dd5ac	0x6973d8	code	mov	data	imm	kept
0x1dd5c2	0x6973d8	code	mov	data	imm	kept
0x1dd5ed	0x6994fc	code	mov	data	mem	kept
0x1dd5f6	0x6a5d5c	code	mov	data	mem	kept
0x1dd60a	0x660c98	code	push	literal-start	imm	kept
0x1dd60f	0x6973d8	code	push	data	imm	kept
0x1dd62b	0x6973d8	code	mov	data	imm	kept
0x1dd635	0x6994fc	code	mov	data	mem	kept
0x1dd653	0x6747b0	code	mov	data	mem	kept
0x1dd66a	0x691210	code	mov	data	imm	kept
0x1dd681	0x6973d8	code	mov	data	imm	kept
0x1dd697	0x6973d8	code	mov	data	imm	kept
0x1dd6d9	0x6747b4	code	mov	data	mem	kept
0x1dd6df	0x6747b0	code	mov	data	mem	kept
0x1dd6fe	0x660a1c	code	push	data	imm	kept
0x1dd703	0x6973d8	code	push	data	imm	kept
0x1dd718	0x6973d8	code	push	data	imm	kept
0x1dd72e	0x660a1c	code	push	data	imm	kept
0x1dd733	0x6973d8	code	push	data	imm	kept
0x1dd742	0x6973d8	code	push	data	imm	kept
0x1dd758	0x660a1c	code	push	data	imm	kept
0x1dd75d	0x6973d8	code	push	data	imm	kept
0x1dd778	0x68c47c	code	push	data	imm	kept
0x1dd79b	0x6973d8	code	mov	data	imm	kept
0x1dd7ba	0x6973d8	code	push	data	imm	kept
0x1dd7d2	0x660a1c	code	push	data	imm	kept
0x1dd7d7	0x6973d8	code	push	data	imm	kept
0x1dd7e9	0x6973d8	code	push	data	imm	kept
0x1dd7ff	0x660a1c	code	push	data	imm	kept
0x1dd804	0x6973d8	code	push	data	imm	kept
0x1dd814	0x6973d8	code	push	data	imm	kept
0x1dd83d	0x66ce88	code	mov	data	mem	kept
0x1dd84a	0x66ce8c	code	mov	data	mem	kept
0x1dd86a	0x660a1c	code	push	data	imm	kept
0x1dd86f	0x6973d8	code	push	data	imm	kept
0x1dd87f	0x6973d8	code	push	data	imm	kept
0x1dd8b6	0x6994fc	code	mov	data	mem	kept
0x1dd8d3	0x6747b0	code	mov	data	mem	kept
0x1dd8e6	0x660a1c	code	push	data	imm	kept
0x1dd8eb	0x6973d8	code	push	data	imm	kept
0x1dd8fa	0x6973d8	code	push	data	imm	kept
0x1dd911	0x660a1c	code	push	data	imm	kept
0x1dd916	0x6973d8	code	push	data	imm	kept
0x1dd925	0x6973d8	code	push	data	imm	kept
0x1dd93c	0x660a1c	code	push	data	imm	kept
0x1dd941	0x6973d8	code	push	data	imm	kept
0x1dd95c	0x68c47c	code	push	data	imm	kept
0x1dd97f	0x6973d8	code	mov	data	imm	kept
0x1dd998	0x6973d8	code	push	data	imm	kept
0x1dd9b1	0x660a1c	code	push	data	imm	kept
0x1dd9b6	0x6973d8	code	push	data	imm	kept
0x1dd9c5	0x6973d8	code	push	data	imm	kept
0x1dd9dc	0x660a1c	code	push	data	imm	kept
0x1dd9e1	0x6973d8	code	push	data	imm	kept
0x1dd9f0	0x6973d8	code	push	data	imm	kept
0x1dda16	0x636bae	code	push	code	imm	kept
0x1ddbef	0x6994e8	code	mov	data	mem	kept
0x1ddd63	0x6994e8	code	mov	data	mem	kept
0x1dddb5	0x6994e8	code	mov	data	mem	kept
0x1dde82	0x6994e8	code	mov	data	mem	kept
0x1ddec1	0x6994e8	code	mov	data	mem	kept
0x1ddf3a	0x660d18	code	push	literal-start	imm	kept
0x1ddfe4	0x6994e8	code	mov	data	mem	kept
0x1de01e	0x68a2d4	code	mov	data	mem	kept
0x1de02b	0x6973d8	code	push	data	imm	kept
0x1de034	0x6973d8	code	mov	data	imm	kept
0x1de062	0x6994e8	code	mov	data	mem	kept
0x1de091	0x6994e8	code	mov	data	mem	kept
0x1de0c5	0x6994e8	code	mov	data	mem	kept
0x1de0f3	0x6aa9b8	code	mov	data	mem	kept
0x1de106	0x6994e8	code	mov	data	mem	kept
0x1de135	0x67dce8	code	mov	data	mem	kept
0x1de1dd	0x6a5d5c	code	mov	data	mem	kept
0x1de1ef	0x660cb4	code	push	literal-start	imm	kept
0x1de26c	0x660a1c	code	push	data	imm	kept
0x1de271	0x6973d8	code	push	data	imm	kept
0x1de2a4	0x660cb4	code	push	literal-start	imm	kept
0x1de2ab	0x6973d8	code	push	data	imm	kept
0x1de317	0x660a1c	code	push	data	imm	kept
0x1de31c	0x6973d8	code	push	data	imm	kept
0x1de34f	0x660cb4	code	push	literal-start	imm	kept
0x1de356	0x6973d8	code	push	data	imm	kept
0x1de3c3	0x660a1c	code	push	data	imm	kept
0x1de3c8	0x6973d8	code	push	data	imm	kept
0x1de3fb	0x660cb4	code	push	literal-start	imm	kept
0x1de402	0x6973d8	code	push	data	imm	kept
0x1de5b0	0x660a1c	code	push	data	imm	kept
0x1de5b5	0x6973d8	code	push	data	imm	kept
0x1de5e8	0x660cb4	code	push	literal-start	imm	kept
0x1de5ef	0x6973d8	code	push	data	imm	kept
0x1de78d	0x6994e8	code	mov	data	mem	kept
0x1de7a2	0x6a7794	code	mov	data	mem	kept
0x1de7b1	0x6973d8	code	mov	data	imm	kept
0x1de7e7	0x65f2f8	code	push	literal-interior	imm	kept
0x1de7ee	0x6973d8	code	push	data	imm	kept
0x1de98c	0x6994e8	code	mov	data	mem	kept
0x1de9b6	0x6994e8	code	mov	data	mem	kept
0x1dea1a	0x6747b0	code	mov	data	mem	kept
0x1dea5c	0x6747b0	code	mov	data	mem	kept
0x1dea87	0x6aa660	code	lea	data	mem	kept
0x1dea93	0x6aa634	code	mov	data	mem	kept
0x1deaa6	0x6994e8	code	mov	data	mem	kept
0x1deacd	0x6994e8	code	mov	data	mem	kept
0x1deb01	0x6994e8	code	mov	data	mem	kept
0x1deb42	0x6747b0	code	mov	data	mem	kept
0x1deb77	0x6aa660	code	lea	data	mem	kept
0x1deb83	0x6aa634	code	mov	data	mem	kept
0x1debeb	0x6601e0	code	push	literal-start	imm	kept
0x1dee7e	0x6994e8	code	mov	data	mem	kept
0x1deeb5	0x6994e8	code	mov	data	mem	kept
0x1deedb	0x5df13c	code	jmp	code	mem	kept
0x1defae	0x6994e8	code	mov	data	mem	kept
0x1df014	0x6994e8	code	mov	data	mem	kept
0x1df071	0x6994e8	code	mov	data	mem	kept
0x1df0da	0x6994e8	code	mov	data	mem	kept
0x1df0f7	0x6994e8	code	mov	data	mem	kept
0x1df109	0x6994e8	code	mov	data	mem	kept
0x1df13c	0x5deedf	switch	table@0x1df13c	code	-	kept
0x1df140	0x5def3f	switch	table@0x1df13c	code	-	kept
0x1df144	0x5def4e	switch	table@0x1df13c	code	-	kept
0x1df148	0x5def5c	switch	table@0x1df13c	code	-	kept
0x1df14c	0x5def71	switch	table@0x1df13c	code	-	kept
0x1df150	0x5def9a	switch	table@0x1df13c	code	-	kept
0x1df154	0x5defa6	switch	table@0x1df13c	code	-	kept
0x1df158	0x5df034	switch	table@0x1df13c	code	-	kept
0x1df15c	0x5df0fd	switch	table@0x1df13c	code	-	kept
0x1df167	0x6994e8	code	mov	data	mem	kept
0x1df1c0	0x6994e8	code	mov	data	mem	kept
0x1df1d8	0x6994e8	code	mov	data	mem	kept
0x1df202	0x6abaa0	code	mov	data	mem	kept
0x1df210	0x6abaa0	code	mov	data	mem	kept
0x1df215	0x404df0	code	push	code	imm	kept
0x1df270	0x6aaa84	code	mov	data	mem	kept
0x1df2d7	0x6aaae0	code	mov	data	mem	kept
0x1df338	0x6aaadc	code	mov	data	mem	kept
0x1df3a6	0x6aaa88	code	mov	data	mem	kept
0x1df406	0x6aaab8	code	mov	data	mem	kept
0x1df466	0x6aaaa8	code	mov	data	mem	kept
0x1df4c6	0x6aaad0	code	mov	data	mem	kept
0x1df526	0x6aaa6c	code	mov	data	mem	kept
0x1df586	0x6aaad4	code	mov	data	mem	kept
0x1df5e6	0x6aaa7c	code	mov	data	mem	kept
0x1df5f6	0x636e5c	code	push	code	imm	kept
0x1df633	0x6439f8	code	mov	data	imm	kept
0x1df6f8	0x68c53c	code	push	literal-start	imm	kept
0x1df74d	0x660b24	code	push	literal-start	imm	kept
0x1df79d	0x65f2f8	code	push	literal-interior	imm	kept
0x1df7f4	0x660224	code	push	literal-start	imm	kept
0x1df84b	0x660224	code	push	literal-start	imm	kept
0x1df8a2	0x65f2f8	code	push	literal-interior	imm	kept
0x1df8f6	0x65f2f8	code	push	literal-interior	imm	kept
0x1df94d	0x65f2f8	code	push	literal-interior	imm	kept
0x1df9a4	0x65f2f8	code	push	literal-interior	imm	kept
0x1df9fe	0x68c530	code	push	literal-start	imm	kept
0x1dfa55	0x68c520	code	push	literal-start	imm	kept
0x1dfaa9	0x68c510	code	push	literal-start	imm	kept
0x1dfafd	0x68c500	code	push	literal-start	imm	kept
0x1dfb54	0x68c4f0	code	push	literal-start	imm	kept
0x1dfbab	0x660224	code	push	literal-start	imm	kept
0x1dfbff	0x660224	code	push	literal-start	imm	kept
0x1dfc56	0x660224	code	push	literal-start	imm	kept
0x1dfcad	0x660224	code	push	literal-start	imm	kept
0x1dfd01	0x660224	code	push	literal-start	imm	kept
0x1dfd58	0x660224	code	push	literal-start	imm	kept
0x1dfdaf	0x660224	code	push	literal-start	imm	kept
0x1dfe06	0x65f2f8	code	push	literal-interior	imm	kept
0x1dfe5a	0x65f2f8	code	push	literal-interior	imm	kept
0x1dfeae	0x65f2f8	code	push	literal-interior	imm	kept
0x1dff05	0x65f2f8	code	push	literal-interior	imm	kept
0x1dff59	0x65f2f8	code	push	literal-interior	imm	kept
0x1dffad	0x65f2f8	code	push	literal-interior	imm	kept
0x1e0004	0x65f2f8	code	push	literal-interior	imm	kept
0x1e0053	0x68c4e0	code	push	literal-start	imm	kept
0x1e00a2	0x68c4e0	code	push	literal-start	imm	kept
0x1e00f1	0x68c4e0	code	push	literal-start	imm	kept
0x1e0143	0x68c4e0	code	push	literal-start	imm	kept
0x1e0192	0x68c4e0	code	push	literal-start	imm	kept
0x1e01e1	0x68c4e0	code	push	literal-start	imm	kept
0x1e0233	0x68c4e0	code	push	literal-start	imm	kept
0x1e0287	0x660224	code	push	literal-start	imm	kept
0x1e02de	0x660224	code	push	literal-start	imm	kept
0x1e0335	0x660224	code	push	literal-start	imm	kept
0x1e038c	0x660224	code	push	literal-start	imm	kept
0x1e03e3	0x660224	code	push	literal-start	imm	kept
0x1e043a	0x660224	code	push	literal-start	imm	kept
0x1e0491	0x660224	code	push	literal-start	imm	kept
0x1e04e8	0x65f2f8	code	push	literal-interior	imm	kept
0x1e053f	0x65f2f8	code	push	literal-interior	imm	kept
0x1e0596	0x65f2f8	code	push	literal-interior	imm	kept
0x1e05ed	0x65f2f8	code	push	literal-interior	imm	kept
0x1e0644	0x65f2f8	code	push	literal-interior	imm	kept
0x1e069b	0x65f2f8	code	push	literal-interior	imm	kept
0x1e06f2	0x65f2f8	code	push	literal-interior	imm	kept
0x1e0744	0x68c4e0	code	push	literal-start	imm	kept
0x1e0796	0x68c4e0	code	push	literal-start	imm	kept
0x1e07e8	0x68c4e0	code	push	literal-start	imm	kept
0x1e083a	0x68c4e0	code	push	literal-start	imm	kept
0x1e09ca	0x68c4e0	code	push	literal-start	imm	kept
0x1e0b4c	0x68c4e0	code	push	literal-start	imm	kept
0x1e0cce	0x68c4e0	code	push	literal-start	imm	kept
0x1e0e51	0x5e1600	code	push	code	imm	kept
0x1e0fe1	0x660b10	code	push	literal-interior	imm	kept
0x1e116e	0x65f2f8	code	push	literal-interior	imm	kept
0x1e12f0	0x65f470	code	push	literal-start	imm	kept
0x1e1602	0x6aaab0	code	mov	data	mem	kept
0x1e1608	0x6aaab4	code	mov	data	mem	kept
0x1e1656	0x636e78	code	push	code	imm	kept
0x1e1672	0x6439f8	code	mov	data	imm	kept
0x1e16c6	0x637121	code	push	code	imm	kept
0x1e1703	0x643a34	code	mov	data	imm	kept
0x1e17c1	0x68c56c	code	push	literal-start	imm	kept
0x1e1813	0x660b24	code	push	literal-start	imm	kept
0x1e1863	0x65f2f8	code	push	literal-interior	imm	kept
0x1e18b7	0x660224	code	push	literal-start	imm	kept
0x1e190e	0x6601fc	code	push	literal-start	imm	kept
0x1e1965	0x65f2f8	code	push	literal-interior	imm	kept
0x1e19b9	0x65f2f8	code	push	literal-interior	imm	kept
0x1e1a10	0x65f2f8	code	push	literal-interior	imm	kept
0x1e1a67	0x65f2f8	code	push	literal-interior	imm	kept
0x1e1abe	0x68c530	code	push	literal-start	imm	kept
0x1e1b15	0x68c55c	code	push	literal-start	imm	kept
0x1e1b6c	0x68c510	code	push	literal-start	imm	kept
0x1e1bc0	0x68c4f0	code	push	literal-start	imm	kept
0x1e1c17	0x660224	code	push	literal-start	imm	kept
0x1e1c6b	0x660224	code	push	literal-start	imm	kept
0x1e1cc2	0x660224	code	push	literal-start	imm	kept
0x1e1d19	0x660224	code	push	literal-start	imm	kept
0x1e1d6d	0x660224	code	push	literal-start	imm	kept
0x1e1dc4	0x660224	code	push	literal-start	imm	kept
0x1e1e1b	0x660224	code	push	literal-start	imm	kept
0x1e1e72	0x65f2f8	code	push	literal-interior	imm	kept
0x1e1ec6	0x65f2f8	code	push	literal-interior	imm	kept
0x1e1f1a	0x65f2f8	code	push	literal-interior	imm	kept
0x1e1f71	0x65f2f8	code	push	literal-interior	imm	kept
0x1e1fc5	0x65f2f8	code	push	literal-interior	imm	kept
0x1e2019	0x65f2f8	code	push	literal-interior	imm	kept
0x1e2070	0x65f2f8	code	push	literal-interior	imm	kept
0x1e20bf	0x68c4e0	code	push	literal-start	imm	kept
0x1e210e	0x68c4e0	code	push	literal-start	imm	kept
0x1e215d	0x68c4e0	code	push	literal-start	imm	kept
0x1e21af	0x68c4e0	code	push	literal-start	imm	kept
0x1e21fe	0x68c4e0	code	push	literal-start	imm	kept
0x1e224d	0x68c4e0	code	push	literal-start	imm	kept
0x1e229f	0x68c4e0	code	push	literal-start	imm	kept
0x1e22f3	0x6601fc	code	push	literal-start	imm	kept
0x1e2347	0x6601fc	code	push	literal-start	imm	kept
0x1e239b	0x6601fc	code	push	literal-start	imm	kept
0x1e23ef	0x6601fc	code	push	literal-start	imm	kept
0x1e2446	0x6601fc	code	push	literal-start	imm	kept
0x1e249d	0x6601fc	code	push	literal-start	imm	kept
0x1e24f4	0x6601fc	code	push	literal-start	imm	kept
0x1e254b	0x65f2f8	code	push	literal-interior	imm	kept
0x1e25a2	0x65f2f8	code	push	literal-interior	imm	kept
0x1e25f9	0x65f2f8	code	push	literal-interior	imm	kept
0x1e2650	0x65f2f8	code	push	literal-interior	imm	kept
0x1e26a7	0x65f2f8	code	push	literal-interior	imm	kept
0x1e26fe	0x65f2f8	code	push	literal-interior	imm	kept
0x1e2755	0x65f2f8	code	push	literal-interior	imm	kept
0x1e27a7	0x68c54c	code	push	literal-start	imm	kept
0x1e27f6	0x68c54c	code	push	literal-start	imm	kept
0x1e2845	0x68c54c	code	push	literal-start	imm	kept
0x1e2894	0x68c54c	code	push	literal-start	imm	kept
0x1e2a1a	0x68c54c	code	push	literal-start	imm	kept
0x1e2ba0	0x68c54c	code	push	literal-start	imm	kept
0x1e2d26	0x68c54c	code	push	literal-start	imm	kept
0x1e2ead	0x5e3670	code	push	code	imm	kept
0x1e303b	0x660b10	code	push	literal-interior	imm	kept
0x1e31c9	0x65f2f8	code	push	literal-interior	imm	kept
0x1e3351	0x65f470	code	push	literal-start	imm	kept
0x1e3672	0x6aaab0	code	mov	data	mem	kept
0x1e3678	0x6aaa8c	code	mov	data	mem	kept
0x1e36c6	0x637138	code	push	code	imm	kept
0x1e36e2	0x643a34	code	mov	data	imm	kept
0x1e3736	0x6373d6	code	push	code	imm	kept
0x1e3773	0x643a70	code	mov	data	imm	kept
0x1e383f	0x68c58c	code	push	literal-start	imm	kept
0x1e3891	0x660b24	code	push	literal-start	imm	kept
0x1e38e1	0x65f2f8	code	push	literal-interior	imm	kept
0x1e3938	0x660224	code	push	literal-start	imm	kept
0x1e398f	0x660214	code	push	literal-start	imm	kept
0x1e39e5	0x65f2f8	code	push	literal-interior	imm	kept
0x1e3a39	0x65f2f8	code	push	literal-interior	imm	kept
0x1e3a90	0x65f2f8	code	push	literal-interior	imm	kept
0x1e3ae7	0x65f2f8	code	push	literal-interior	imm	kept
0x1e3b41	0x68c530	code	push	literal-start	imm	kept
0x1e3b98	0x68c55c	code	push	literal-start	imm	kept
0x1e3bef	0x68c520	code	push	literal-start	imm	kept
0x1e3c43	0x68c57c	code	push	literal-start	imm	kept
0x1e3c97	0x660224	code	push	literal-start	imm	kept
0x1e3ceb	0x660224	code	push	literal-start	imm	kept
0x1e3d42	0x660224	code	push	literal-start	imm	kept
