# Reviewed whole Windows-only modules and library definitions, including RMG and Victor.
# Individual game-interface exclusions live in win_only.tsv; both lists are checked together.
file	function	signature	reason
src/rmg_terrain.cpp	rmgTerrainPainter::needsTerrainRepair	unsigned char (const TRmgGridPoint &) __attribute__((thiscall))	Complete-only RMG; no Dreamcast RMG compiland or corresponding class procedures. Reconstructed helper ownership is inferred from recurring retail painter operations: Painter destructor 0x5b7785..0x5b77ee checks horizontal and vertical gaps, returns a repair decision for either gap, otherwise consults the cached terrain rule byte +5 and the retained separated-neighbour predicate at 0x5b77e7. Brush changeTerrain repeats the operation at 0x5b75c6..0x5b764b. This ordinary helper preserves the shared guards and the separation helper result; source notes retain the negative controls for booleanizing that result. No standalone retail body or original source inline qualifier is asserted.
src/rmg_terrain.cpp	rmgTerrainPainter::finish	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast RMG compiland or corresponding class procedures. Reconstructed helper ownership is inferred from recurring retail painter operations: Painter destructor drains primary points through repairTerrainPoint (0x5b7745), erases secondary points (0x5b777a) and conditionally paints them (0x5b77f6), rechecks the primary count at 0x5b7804, then calls paintTransitions at 0x5b780f. Brush changeTerrain repeats the two-worklist completion at 0x5b752c..0x5b7670. This ordinary helper owns the shared completion operation, leaving container destruction to the destructor and terrain stores to changeTerrain. No standalone retail body or original source inline qualifier is asserted.
src/rmg_terrain.cpp	rmgTerrainPainter::changeTerrain	int (int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast RMG compiland or corresponding class procedures. Reconstructed helper ownership is inferred from recurring retail painter operations: Brush changeTerrain 0x5b7520 loads its painter from brush+4 and expands the completion operation before storing the two stack arguments to painter+4/+8 at 0x5b767b/0x5b767e. The reconstructed ordinary painter member owns completion followed by the terrain/strength update; the retained brush boundary supplies the facade receiver separately. No standalone retail body or original source inline qualifier is asserted. The prior-terrain return is provisional: the brush discards it, so retail cannot prove it; owning source records the inline-cost controls and this limitation.
include/rmg_terrain.h	rmgTerrainTile::rmgTerrainTile	void () __attribute__((thiscall))	Complete-only RMG; no Dreamcast RMG compiland or corresponding class procedures. Reconstructed value/base constructor ownership is inferred from retail layout and caller operations: The twelve-byte tile value is exchanged by adapter slot 4: retained initializePackedCell calls it at 0x5b3de7 with a twelve-byte result buffer and reads terrain/frame/flip payloads at offsets 0/4/8. The reconstructed empty default constructor permits uninitialized tile locals used by this value interface and TRmgPackedTerrainCell::getTile; it writes no payload or padding. It accompanies the field-initializing constructor and is not claimed as a retained retail body. Original source spelling and inline qualifier are not asserted.
include/rmg_terrain.h	rmgTerrainTile::rmgTerrainTile	void (int, int) __attribute__((thiscall))	Complete-only RMG; no Dreamcast RMG compiland or corresponding class procedures. Reconstructed value/base constructor ownership is inferred from retail layout and caller operations: PaintPoint materializes the twelve-byte tile before adapter slot 1: frame and configured terrain are stored at 0x5b4b4a/0x5b4b4d, and the two flip bytes are zeroed at 0x5b4b55/0x5b4b59. PaintRectangle repeats this construction at 0x5b4a55..0x5b4a65. The reconstructed two-argument value constructor owns those initializations while leaving tail padding untouched; the tile structure is shared with the adapter interface. Original source spelling and inline qualifier are not asserted.
include/rmg_terrain.h	TRmgTerrainRule::TRmgTerrainRule	void (unsigned char, unsigned char) __attribute__((thiscall))	Complete-only RMG; no Dreamcast RMG compiland or corresponding class procedures. Reconstructed value/base constructor ownership is inferred from retail layout and caller operations: Table-rule constructor 0x5b3a20 clears inherited bytes +4/+5 at 0x5b3a24/0x5b3a27 before installing vtable 0x642cb0. The base destructor 0x5b3850 restores the six-slot base vtable 0x642c80; retained rule consumers inspect these flag bytes. The reconstructed base constructor owns the shared flag initialization; the derived table rule has no own data members. Original source spelling and inline qualifier are not asserted. The incoming pattern-rule reconstruction at 0x5b3780 copies the two caller flag arguments into the same inherited bytes; the base constructor now accepts them with zero defaults for the table-rule path.
src/rmg.cpp	rmgBlackBoxObject::rmgBlackBoxObject	void (TRmgObjectPropertiesRef *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland (DC BlackBoxData/readBlackBox are gameplay consumers). Shared expansion in 0x534380/0x534410/0x534490 allocates 0x54, installs vptr 0x640ad4, clears vector words +0x48/+0x4c/+0x50, sets creature -1/count 0/experience 0, and clears seven resource dwords.
src/rmg.cpp	rmgBlackBoxObject::write	void (TAbstractFile *, int) __attribute__((thiscall))	Complete-only RMG generation; DC has gameplay BlackBoxData/readBlackBox but no generator class or RMG compiland. Retail 0x5336f0 is vtable 0x640ad4 slot 3: serializes reward +0x1c, seven resources +0x20, spell vector +0x44, and creature +0x3c/+0x40; version argument selects one/two-byte creature ID, ret 8.
src/rmg.cpp	type_black_box_creature_def::getValue	int (TRmgZone *, type_random_map_generator *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator identity or RMG compiland. Vtable 0x640b7c slot 1 is 0x534310: compares creature alignment through 0x6747b0 with zone +8, returns -1 on mismatch, otherwise weights AI-value times count using generator +0xf60/+0xf64; ret 8.
src/rmg.cpp	type_black_box_creature_def::generate	type_object *(TRmgObjectPropertiesRef *, type_random_map_generator *, TRmgZone *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator identity or RMG compiland. Vtable 0x640b7c slot 0 is 0x534380: allocates 0x54, expands canonical rmgBlackBoxObject construction, then copies definition +0x14/+0x18 to reward +0x3c/+0x40 at 0x5343f4..0x5343fd; ret 12.
src/rmg.cpp	type_black_box_experience_def::generate	type_object *(TRmgObjectPropertiesRef *, type_random_map_generator *, TRmgZone *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator identity or RMG compiland. Vtable 0x640b88 slot 0 is 0x534410: allocates 0x54, expands canonical rmgBlackBoxObject construction, then copies definition +0x14 to reward experience +0x1c at 0x534484/0x534488; ret 12.
src/rmg.cpp	type_black_box_gold_def::generate	type_object *(TRmgObjectPropertiesRef *, type_random_map_generator *, TRmgZone *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator identity or RMG compiland. Vtable 0x640b94 slot 0 is 0x534490: allocates 0x54, expands canonical rmgBlackBoxObject construction, then adds definition +0x14 to gold reward +0x38 at 0x534504..0x53450d; ret 12.
src/rmg.cpp	rmgResourceObject::rmgResourceObject	void (TRmgObjectPropertiesRef *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Ordinary constructor expanded by factory 0x534870 (definition vtable 0x640bc4 slot 0): allocates base-sized 0x1c, retains property +4 and increments its +8 refcount, initializes coordinates/marks, then replaces base vptr 0x640a74 with 0x640ac4; no extra fields.
src/rmg.cpp	rmgResourceObject::write	void (TAbstractFile *, int) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Retail 0x5335c0 is object vtable 0x640ac4 slot 3. After the canonical coordinate/prototype/reserved record, writes one-byte zero custom-treasure flag followed by two independent four-byte zero writes at 0x53363f/0x533653/0x533667; ret 8.
src/rmg.cpp	type_resource_lump_def::generate	type_object *(TRmgObjectPropertiesRef *, type_random_map_generator *, TRmgZone *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Retail 0x534870 is definition vtable 0x640bc4 slot 0: allocates 0x1c, expands canonical rmgResourceObject construction with vptr 0x640ac4, returns null on allocation failure, and returns with ret 12.
src/rmg.cpp	rmgScholarObject::rmgScholarObject	void (TRmgObjectPropertiesRef *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Ordinary constructor expanded by factory 0x534970 (definition vtable 0x640bdc slot 0): allocates base-sized 0x1c, retains property +4 and increments its +8 refcount, initializes coordinates/marks, then replaces base vptr 0x640a74 with 0x640b24; no extra fields.
src/rmg.cpp	rmgScholarObject::write	void (TAbstractFile *, int) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Retail 0x533e70 is object vtable 0x640b24 slot 3. After the canonical coordinate/prototype/reserved record, writes one-byte reward tag 0xff, one-byte zero value, then four/two reserved zero bytes at 0x533eef/0x533f00/0x533f14/0x533f28; ret 8.
src/rmg.cpp	type_scholar_def::generate	type_object *(TRmgObjectPropertiesRef *, type_random_map_generator *, TRmgZone *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Retail 0x534970 is definition vtable 0x640bdc slot 0: allocates 0x1c, expands canonical rmgScholarObject construction with vptr 0x640b24, returns null on allocation failure, and returns with ret 12.
src/rmg.cpp	rmgShrineObject::rmgShrineObject	void (TRmgObjectPropertiesRef *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Ordinary constructor expanded by factory 0x534a00 (definition vtable 0x640be8 slot 0): allocates base-sized 0x1c, retains property +4 and increments its +8 refcount, initializes coordinates/marks, then replaces base vptr 0x640a74 with 0x640b34; no extra fields.
src/rmg.cpp	rmgShrineObject::write	void (TAbstractFile *, int) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Retail 0x533f40 is object vtable 0x640b34 slot 3. After the canonical coordinate/prototype/reserved record, writes one-byte default spell 0xff and two/one reserved zero bytes at 0x533fbf/0x533fd3/0x533fe4; ret 8.
src/rmg.cpp	type_shrine_def::generate	type_object *(TRmgObjectPropertiesRef *, type_random_map_generator *, TRmgZone *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Retail 0x534a00 is definition vtable 0x640be8 slot 0: allocates 0x1c, expands canonical rmgShrineObject construction with vptr 0x640b34, returns null on allocation failure, and returns with ret 12.
src/rmg.cpp	rmgWitchHutObject::rmgWitchHutObject	void (TRmgObjectPropertiesRef *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Ordinary constructor expanded by factory 0x534a90 (definition vtable 0x640bf4 slot 0): allocates base-sized 0x1c, retains property +4 and increments its +8 refcount, initializes coordinates/marks, then replaces base vptr 0x640a74 with 0x640b54; no extra fields.
src/rmg.cpp	rmgWitchHutObject::write	void (TAbstractFile *, int) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Retail 0x5340c0 is object vtable 0x640b54 slot 3. After the canonical coordinate/prototype/reserved record, writes four-byte skill mask 0xefdf at 0x534148 only when the signed version is at least 1 (comparison 0x534131); ret 8.
src/rmg.cpp	type_witch_hut_def::generate	type_object *(TRmgObjectPropertiesRef *, type_random_map_generator *, TRmgZone *) __attribute__((thiscall))	Complete-only RMG generation; no DC generator class/procedure or RMG compiland. Retail 0x534a90 is definition vtable 0x640bf4 slot 0: allocates 0x1c, expands canonical rmgWitchHutObject construction with vptr 0x640b54, returns null on allocation failure, and returns with ret 12.
src/rmg.cpp	type_object::clearPlacementMarks	void () __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Retail 0x533150 is a retained reset of bytes +0x14 through +0x18, also expanded in the base constructor 0x5330e0; ret 0.
src/rmg.cpp	type_object::write	void (TAbstractFile *, int) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Object vtable 0x640a74 slot 3 is 0x533170: writes three coordinate bytes from +8/+0xc/+0x10, four-byte prototype index from the property record +0xc, then five zero bytes; ret 8.
src/rmg.cpp	type_object::~type_object	void () __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Retained destructor 0x5338d0 installs base vptr 0x640a74, loads property pointer +4 and decrements its +8 reference count; ret 0. Canonical body serves derived member/base teardown.
include/rmg.h	rmgMonsterObject::rmgMonsterObject	void (TRmgObjectPropertiesRef *, int, int) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. createGuard 0x540b20 allocates 0x2c at 0x540ce9, expands base construction, stores count +0x20 at 0x540d1d, installs vptr 0x640a84 at 0x540d3e, sets disposition +0x24 to 3 and object ID +0x1c; writer 0x5331f0 confirms those fields.
src/rmg.cpp	rmgMonsterObject::write	void (TAbstractFile *, int) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Object vtable 0x640a84 slot 3 is 0x5331f0. After base serialization, signed version >=1 gates the four-byte ID +0x1c; then writes two-byte count +0x20, one-byte disposition +0x24, three zero bytes separately and a zero word; ret 8.
include/rmg.h	rmgOwnableObject::rmgOwnableObject	void (TRmgObjectPropertiesRef *) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Dwelling factory 0x534790 allocates base-sized 0x1c, expands base property/coordinate/mark initialization, and installs vptr 0x640aa4 at 0x5347d2. No added data; its writer 0x533460 appends the unowned flag and reserved bytes.
src/rmg.cpp	rmgOwnableObject::write	void (TAbstractFile *, int) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Object vtable 0x640aa4 slot 3 is 0x533460: expands base serialization, writes one unowned-player byte 0xff at 0x5334df and three reserved zero bytes at 0x5334f5; ret 8.
src/rmg.cpp	rmgArtifactObject::rmgArtifactObject	void (TRmgObjectPropertiesRef *) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Artifact factory 0x5341f0 allocates base-sized 0x1c, expands canonical base construction and installs vptr 0x640ab4 at 0x534232. Its writer slot 3 is 0x533500; no added instance fields.
src/rmg.cpp	rmgArtifactObject::write	void (TAbstractFile *, int) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Object vtable 0x640ab4 slot 3 is 0x533500: expands base serialization and appends the one-byte zero custom-treasure flag at 0x53357b/0x53357f; ret 8.
src/rmg.cpp	type_treasure_def::getValue	int (TRmgZone *, type_random_map_generator *) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Definition vtable 0x640b64 slot 1 is 0x534190: returns value dword +0xc and pops the two interface arguments (ret 8). Several derived definition tables share this method.
src/rmg.cpp	type_treasure_def::generate	type_object *(TRmgObjectPropertiesRef *, type_random_map_generator *, TRmgZone *) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Definition vtable 0x640b64 slot 0 is 0x5341a0: allocates 0x1c, expands canonical type_object constructor with vptr 0x640a74 and supplied property pointer, returns null on allocation failure; ret 12.
src/rmg.cpp	type_artifact_def::generate	type_object *(TRmgObjectPropertiesRef *, type_random_map_generator *, TRmgZone *) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Definition vtable 0x640b70 slot 0 is 0x5341f0: allocates 0x1c, expands canonical rmgArtifactObject construction ending in vptr 0x640ab4, returns null on allocation failure; ret 12.
src/rmg.cpp	type_dwelling_def::generate	type_object *(TRmgObjectPropertiesRef *, type_random_map_generator *, TRmgZone *) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Definition vtables 0x640bac and 0x640bb8 share factory 0x534790 in slot 0. It allocates 0x1c and expands canonical rmgOwnableObject construction ending in vptr 0x640aa4, with null allocation return; ret 12.
src/rmg.cpp	type_quest_experience_def::getValue	int (TRmgZone *, type_random_map_generator *) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Definition vtable 0x640c0c slot 1 selects shared 0x534c80: compare subtype +8 with generator +0xf58, reject mismatch or exhausted-artifact byte +0x10b4 with -1, otherwise return value +0xc; ret 8. The experience class retains its distinct factory in slot 0.
src/rmg.cpp	type_quest_gold_def::getValue	int (TRmgZone *, type_random_map_generator *) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Definition vtable 0x640c18 slot 1 selects the same 0x534c80 as the experience class; slot 0 has its separate factory. Compare subtype +8 with generator +0xf58, reject mismatch or exhausted-artifact byte +0x10b4, otherwise return value +0xc; ret 8. Keep both source overrides with one folded retail VA.
src/rmg.cpp	type_key_tent_def::getValue	int (TRmgZone *, type_random_map_generator *) __attribute__((thiscall))	Complete-only RMG generation; no Dreamcast generator type/procedure or RMG compiland. Definition vtable 0x640c30 slot 1 is 0x534fa0: compare subtype/color +8 with generator next-color +0xf5c, return -1 on mismatch or value +0xc on match; ret 8.
src/victor.cpp	allocimage	int (imgdes *, int, int, int) __attribute__((stdcall))	Windows Victor library implementation; Dreamcast h3/DC_precompiledheaders.cpp contains only platform PCX stubs (allocimage dc 0x8014c returns zero; freeimage dc 0x80154 returns directly), with no vendor implementation source locations. The current grouping filenames and private helper names are provisional. Retail 0x603590 forwards the four caller arguments plus mode global 0x6abaa4 to allocation worker 0x6035c0, cleans five cdecl arguments, then ret 16. Bitmap24Bit/Bitmap816 PCX importers establish the public library boundary; the 44-byte imgdes type is shared with the DC stub.
src/victor.cpp	freeimage	void (imgdes *) __attribute__((stdcall))	Windows Victor library implementation; Dreamcast h3/DC_precompiledheaders.cpp contains only platform PCX stubs (allocimage dc 0x8014c returns zero; freeimage dc 0x80154 returns directly), with no vendor implementation source locations. The current grouping filenames and private helper names are provisional. Retail 0x6037a0 validates the header allocation, releases imgdes header +0x24 through GlobalHandle/GlobalUnlock/GlobalFree and optional HBITMAP +0x28 through DeleteObject, then clears eleven dwords; ret 4. The DC stub supplies the public void signature but performs none of these Windows ownership operations.
src/victor.cpp	victorUploadPalette	int (imgdes *) __attribute__((stdcall))	Windows Victor library implementation; Dreamcast h3/DC_precompiledheaders.cpp contains only platform PCX stubs (allocimage dc 0x8014c returns zero; freeimage dc 0x80154 returns directly), with no vendor implementation source locations. The current grouping filenames and private helper names are provisional. Retail 0x603810 checks HBITMAP +0x28 and color count +0x1c, selects a compatible DC, passes palette +0x18/count to the SetDIBColorTable callback at 0x6abaac, restores and deletes the DC, and releases the desktop DC; ret 4. A compatible-DC failure returns -14.
src/victor.cpp	victorValidateImage	int (imgdes *) __attribute__((stdcall))	Windows Victor library implementation; Dreamcast h3/DC_precompiledheaders.cpp contains only platform PCX stubs (allocimage dc 0x8014c returns zero; freeimage dc 0x80154 returns directly), with no vendor implementation source locations. The current grouping filenames and private helper names are provisional. Retail 0x6038b0 validates imgdes pixels through IsBadReadPtr, normalizes unsigned inclusive x/y bounds at +4/+8/+0xc/+0x10, checks BITMAPINFOHEADER dimensions and byte stride, and distinguishes -42 unreadable, -1 invalid region, -26 unsupported depth, and -12 compression; ret 4. This retained vendor validator is called by the bitmap validator at 0x6039a6.
src/victor.cpp	victorValidateBitmap	int (imgdes *) __attribute__((stdcall))	Windows Victor library implementation; Dreamcast h3/DC_precompiledheaders.cpp contains only platform PCX stubs (allocimage dc 0x8014c returns zero; freeimage dc 0x80154 returns directly), with no vendor implementation source locations. The current grouping filenames and private helper names are provisional. Retail 0x6039a0 calls image validator 0x6038b0, changes only status -26 to zero for BITMAPINFOHEADER bit count 1 at +0xe, then ret 4. Victor callers at 0x603b2c/0x603b42/0x603e12 identify this internal boundary.
src/victor.cpp	victorInitializePalette	void (imgdes *) __attribute__((stdcall))	Windows Victor library implementation; Dreamcast h3/DC_precompiledheaders.cpp contains only platform PCX stubs (allocimage dc 0x8014c returns zero; freeimage dc 0x80154 returns directly), with no vendor implementation source locations. The current grouping filenames and private helper names are provisional. Retail 0x6039c0 derives palette length from biClrUsed or 1<<biBitCount, stores imgdes colors +0x1c, writes grayscale RGBQUAD red/green/blue/reserved bytes at 0x603a22/0x603a29/0x603a30/0x603a39, and expands the GDI palette-upload path; ret 4. Allocation and loadpcx share this retained helper.
src/victor.cpp	victorMinimumDimensions	void (imgdes *, imgdes *, unsigned int *, unsigned int *)	Windows Victor library implementation; Dreamcast h3/DC_precompiledheaders.cpp contains only platform PCX stubs (allocimage dc 0x8014c returns zero; freeimage dc 0x80154 returns directly), with no vendor implementation source locations. The current grouping filenames and private helper names are provisional. Retail 0x603ac0 computes unsigned inclusive extents from both imgdes records, writes width before height, then reduces each through unsigned comparisons at 0x603afd/0x603b03; cdecl ret. flipimage retains the call at 0x603b7e, with height then width output arguments.
src/victor_pcx_kernels.cpp	victorDecodeRleBytes	int (unsigned char *, unsigned char *, int)	Windows Victor library implementation; Dreamcast h3/DC_precompiledheaders.cpp contains only platform PCX stubs (allocimage dc 0x8014c returns zero; freeimage dc 0x80154 returns directly), with no vendor implementation source locations. The current grouping filenames and private helper names are provisional. Retail 0x604510 is loadpcx's retained RLE kernel (caller 0x604071): literal threshold <=0xc0, signed 16-bit CX repeat count, partial-run marker rewrite at 0x60454e/0x604551, and consumed-byte return through the frame local; 83 bytes, cdecl ret. The source retains the explicit x86 assembly with compiler-owned outer frame.
src/victor_pcx_kernels.cpp	victorUnpackFourPlanes	void (unsigned char *, const unsigned char *, int, int)	Windows Victor library implementation; Dreamcast h3/DC_precompiledheaders.cpp contains only platform PCX stubs (allocimage dc 0x8014c returns zero; freeimage dc 0x80154 returns directly), with no vendor implementation source locations. The current grouping filenames and private helper names are provisional. Retail 0x604570 is the consecutive 99-byte PCX planar kernel: CL/CH hold bit index/mask, the four source planes are fetched one stride apart at 0x604588..0x604594, and their bits form one palette index before the mask rotates; cdecl ret. This source preserves the x86 assembly and provisional vendor grouping.
src/victor_pcx_kernels.cpp	victorInterleaveRgbPlanes	void (unsigned char *, const unsigned char *, int)	Windows Victor library implementation; Dreamcast h3/DC_precompiledheaders.cpp contains only platform PCX stubs (allocimage dc 0x8014c returns zero; freeimage dc 0x80154 returns directly), with no vendor implementation source locations. The current grouping filenames and private helper names are provisional. Retail 0x6045e0 is the consecutive 52-byte PCX planar-RGB kernel: saves EBP again inside its compiler frame, uses twice the plane stride in EBP, writes blue/green as a word and red as a byte at 0x604600/0x604605, and advances a signed 16-bit counter; cdecl ret. The assembly-specific grouping filename is provisional.
src/rmg_terrain.cpp	refreshRmgLinePoint	void (TRmgLinePainterInterface *, const TRmgGridPoint &) __attribute__((fastcall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Retained fastcall 0x4f9f00 receives painter/point in ECX/EDX. It queries virtual slot 5, builds the eight-neighbour mask through 0x5bc910, retains compound point addition 0x4fa540 and proxy construction 0x4fa050, selects a line pattern through 0x4f9cb0, then conditionally writes the tile through slot 1. clearRmgLineRectangle and paintPoint retain calls to this shared body.
src/rmg_terrain.cpp	TRmgLinePainterInterface::at	TRmgLinePainterTile (const TRmgGridPoint &) __attribute__((thiscall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Retained 0x4fa050 constructs the twelve-byte returned proxy by writing painter ECX at result+0 and the referenced point dwords at result+4/+8; ret 8 accounts for hidden result and point reference. refreshRmgLinePoint calls it at 0x4f9f86. This is the canonical ordinary proxy-return boundary, not an alternate by-value coordinate ABI.
src/rmg_terrain.cpp	clearRmgLineRectangle	void (TRmgLinePainterInterface *, const TRmgGridRectangle &) __attribute__((fastcall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Retained fastcall 0x4fa080 receives painter/rectangle in ECX/EDX, clears rows through virtual slots 5 and 1, then refreshes four borders through calls at 0x4fa155/0x4fa1bd/0x4fa206/0x4fa25d. The right border subtracts one from height before its extent check; the left does not. paintPoint retains this body at 0x4fa42c.
src/rmg_terrain.cpp	TRmgLineWalker::TRmgLineWalker	void (TRmgLinePainterInterface *, int, const TRmgGridPoint &) __attribute__((thiscall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Retained 0x4fa280 stores painter at +0, requested line type at +4 and the referenced point at +8/+0xc, then calls paintPoint 0x4fa3c0 with the member address at 0x4fa2a4; ret 12. Both final road/river painter constructors call this second-base constructor. The current TU partition preserves that ordinary helper boundary without asserting an original source filename.
src/rmg_terrain.cpp	TRmgLineWalker::drawTo	void (const TRmgGridPoint &) __attribute__((thiscall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Retained 0x4fa2b0 constructs two three-dword axis records, chooses the major axis by unsigned distance, accumulates error, and retains paintPoint calls at 0x4fa33a/0x4fa369/0x4fa3a4. It finishes by copying the destination to +8/+0xc and ret 4; ordinary line-walker member, shared by road and river generation.
src/rmg_terrain.cpp	TRmgLineWalker::paintPoint	void (const TRmgGridPoint &) __attribute__((thiscall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Retained 0x4fa3c0 compares the current line type against member +4, tests AL after virtual slot 3 at 0x4fa403, optionally clears a one-by-one rectangle through 0x4fa080, writes the overlay through slot 2, then refreshes current/neighbour tiles. The first neighbour pass retains operator+= at 0x4fa489; ret 4. Constructor and drawTo calls identify the shared method.
src/rmg_terrain.cpp	TRmgPatternTerrainRule::TRmgPatternTerrainRule	void (unsigned char, unsigned char, int, unsigned int, const TRmgTerrainPatternEntry *) __attribute__((thiscall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Retained 0x5b3780 copies two byte flags to inherited +4/+5 and three remaining arguments to +8/+0xc/+0x10; initializes 58 first/count pairs at +0x14, installs derived vptr 0x642c98 after the array loop, then groups input entries by frame and special byte; ret 20. The six-slot vtable independently identifies this concrete pattern-rule class.
include/rmg_terrain.h	TRmgTerrainPatternRange::TRmgTerrainPatternRange	void () __attribute__((thiscall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Both owning constructors expand the same eight-byte range initialization before scanning records: 0x5b37b6/0x5b37b8 zero first/count for 58 pattern-rule entries, and 0x5b3955/0x5b3957 zero 116 entries in the global table. The loops step by eight and the later scans update those exact two lanes. This shared value constructor stays with its record declaration; no retained standalone body or original inline spelling is asserted.
src/rmg_terrain.cpp	TRmgTerrainPatternTable::TRmgTerrainPatternTable	void () __attribute__((thiscall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Retained 0x5b3940 initializes 116 eight-byte first/count records, then groups the 48 fixed eight-byte entries at 0x6424a8 by frame and two flip bytes. Static initialization passes the global table at 0x6a4158; selector 0x5b3ae0 consumes the same four-way transition ranges. Constructor returns its receiver with no explicit stack arguments.
src/rmg_terrain.cpp	TRmgTableTerrainRule::selectTransitionFrame	int (int, TRmgTerrainFlip, TRmgTerrainFlip &, int) __attribute__((thiscall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Vtable 0x642cb0 slot 5 selects retained 0x5b3ae0. It reuses an old frame only if fixed table 0x6424a8 and flip bytes +4/+5 match, otherwise chooses within ((transition*2+xFlip)*2+yFlip) at range table 0x6a4158 using rand. It writes a zero two-byte output flip at 0x5b3b4d and ret 16.
src/rmg_terrain.cpp	getRmgTerrainNeighbourKind	int (int, int) __attribute__((fastcall))	Complete-only RMG painting: full DC CodeView has no corresponding RMG type, procedure or compiland. Current source/type/helper names are provisional retail roles; no original filename is asserted. Retained fastcall 0x5b3e40 returns zero for equal terrain or center terrain 1, reads both rules through pointer table 0x642bd8 and their blend byte +4, returns 2 when either forbids blending, otherwise returns center!=0. buildNeighbourKinds retains the final southeast call at 0x5b6b8e and expands the preceding classifiers.
