# Reviewed Windows-only interfaces requiring individual source review.
# Whole Windows-only modules and libraries live in win_only_modules.tsv.
file	function	signature	reason
src/scenarioinfo.cpp	CScenarioPlayerInfoWidget::~CScenarioPlayerInfoWidget	void () __attribute__((thiscall))	Complete scenario player-row widget; retail 0x569770 disposes its owned hero portrait at receiver+0x58 and tears down widget. Vtable 0x6416dc slot 0 reaches it through deleting destructor 0x569740. No Dreamcast row-widget counterpart.
src/cmbtmgr.cpp	combatManager::placeLargeObstacle	int (unsigned int, unsigned int) __attribute__((thiscall))	Complete widens DC PlaceLargeObstacle (cmbtmgr.cpp:3063, dc 0x6091c) from one mask to terrain and special-terrain masks. Retail 0x4668a0 reads both stack arguments at 0x4668e2/0x4668e5, tests their separate obstacle tables and returns with ret 8. SetupAndLoadObstacles supplies both masks; this exact overload remains in cmbtmgr.cpp.
src/spells.cpp	combatManager::initiateSpell	void (SpellID, int) __attribute__((thiscall))	Complete widens DC InitiateSpell (spells.cpp:176, dc 0x14ecbc) with a creatureSpell selector. Retail 0x59ec50 reads the second stack argument at 0x59ee08 and 0x59ef9b to select the creature-spell action, and returns with ret 8; the Faerie Dragon caller supplies 1. This exact overload remains in spells.cpp.
src/hero.cpp	hero::getHitPointBonus	long (int) __attribute__((thiscall)) const	Complete widens DC hero::get_hit_point_bonus (hero.cpp:6336, dc 0xd5508) with a creatureType parameter. Retail 0x4e5b80 returns with ret 4, indexes the creature traits table and adds one quarter of that creature's hit points for the Elixir of Life. The old zero-argument method cannot express this Complete artifact rule; the receiver remains const.
src/hero.cpp	hero::heroFn004E5DE0	int () __attribute__((thiscall)) const	Retained Complete identification-power helper at 0x4e5de0, absent from the DC hero method/procedure roster. Retail reads hero+0x129, calls const armyGroup::getCreatureTotal(0x8f), and returns at least 3 when Rogues are present. IsInIdentifyRange at 0x4e5e10 and the adventure quick-view callers use this read-only calculation. Name remains provisional; definition belongs in hero.cpp.
src/creaturetype.cpp	downgradedCreatureType	TCreatureType (TCreatureType) __attribute__((fastcall))	Complete reverse dwelling lookup at 0x47b220, adjacent to upgradedCreatureType: validates the creature in the paired dwelling table, requires index >= 7, then returns index - 7 (retail 0x47b250..0x47b28c). No downgrade procedure or declaration in pinned Dreamcast CodeView; the name is a recovered retail role.
src/event_record.cpp	type_event_record::load	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC type_event_record::load (event_record.cpp:51, dc 0x8c678). Retail 0x49a5e0 returns with ret 8 for (file, version), versus DC's single file argument. game::loadRecordedEvents pushes version and file at 0x49dc24/0x49dc25 and calls this virtual load slot at 0x49dc28; even overrides that ignore version retain the two-argument ABI.
src/event_record.cpp	type_record_move_hero::load	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC type_record_move_hero::load (event_record.cpp:124, dc 0x8c7ec). Retail 0x49a690 returns with ret 8 for (file, version), versus DC's single file argument. game::loadRecordedEvents pushes version and file at 0x49dc24/0x49dc25 and calls this virtual load slot at 0x49dc28; even overrides that ignore version retain the two-argument ABI.
src/event_record.cpp	type_record_claim_mine::load	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC type_record_claim_mine::load (event_record.cpp:263, dc 0x8cbb4). Retail 0x49aa70 returns with ret 8 for (file, version), versus DC's single file argument. game::loadRecordedEvents pushes version and file at 0x49dc24/0x49dc25 and calls this virtual load slot at 0x49dc28; even overrides that ignore version retain the two-argument ABI.
src/event_record.cpp	type_record_hide_boat::type_record_hide_boat	void (boat *, unsigned char, int) __attribute__((thiscall))	Complete extends DC type_record_hide_boat::type_record_hide_boat (event_record.cpp:376, dc 0x8ce74). Retail game::recordHideBoat at 0x49c560 returns with ret 0xc, adding requested occupancy and occupying-hero arguments to the DC boat pointer. Its inline constructor stores occupancy from [ebp+0xc] at record+0xc (0x49c594) and hero ID from [ebp+0x10] at record+0x10 (0x49c5a0), separately saving the old boat state at +0xd/+0x14. The exact three-argument definition remains in event_record.cpp.
src/event_record.cpp	type_record_hide_boat::load	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC type_record_hide_boat::load (event_record.cpp:400, dc 0x8cedc). Retail 0x49ad00 returns with ret 8 for (file, version), versus DC's single file argument. game::loadRecordedEvents pushes version and file at 0x49dc24/0x49dc25 and calls this virtual load slot at 0x49dc28; even overrides that ignore version retain the two-argument ABI. This override reads version at 0x49ad43 and gates the added boat occupancy/hero state fields by save format.
src/event_record.cpp	type_record_show_boat::load	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC type_record_show_boat::load (event_record.cpp:474, dc 0x8d070). Retail 0x49af40 returns with ret 8 for (file, version), versus DC's single file argument. game::loadRecordedEvents pushes version and file at 0x49dc24/0x49dc25 and calls this virtual load slot at 0x49dc28; even overrides that ignore version retain the two-argument ABI.
src/event_record.cpp	type_record_erase::load	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC type_record_erase::load (event_record.cpp:560, dc 0x8d2bc). Retail 0x49b190 returns with ret 8 for (file, version), versus DC's single file argument. game::loadRecordedEvents pushes version and file at 0x49dc24/0x49dc25 and calls this virtual load slot at 0x49dc28; even overrides that ignore version retain the two-argument ABI.
src/event_record.cpp	type_record_hide_hero::type_record_hide_hero	void (hero *, char, unsigned char) __attribute__((thiscall))	Complete extends DC type_record_hide_hero::type_record_hide_hero (event_record.cpp:628, dc 0x8d4b0). Retail game::recordHideHero at 0x49c720 returns with ret 0xc, adding a town-garrison flag to the DC hero pointer/new-owner pair. Its inline constructor loads [ebp+0x10] at 0x49c75a and stores the flag at record+0xe at 0x49c760, after retaining old/new owners at +0xd/+0xc. The exact three-argument definition remains in event_record.cpp.
src/event_record.cpp	type_record_hide_hero::load	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC type_record_hide_hero::load (event_record.cpp:654, dc 0x8d52c). Retail 0x49b430 returns with ret 8 for (file, version), versus DC's single file argument. game::loadRecordedEvents pushes version and file at 0x49dc24/0x49dc25 and calls this virtual load slot at 0x49dc28; even overrides that ignore version retain the two-argument ABI.
src/event_record.cpp	type_record_show_hero::load	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC type_record_show_hero::load (event_record.cpp:752, dc 0x8d7ec). Retail 0x49b6d0 returns with ret 8 for (file, version), versus DC's single file argument. game::loadRecordedEvents pushes version and file at 0x49dc24/0x49dc25 and calls this virtual load slot at 0x49dc28; even overrides that ignore version retain the two-argument ABI.
src/event_record.cpp	type_record_player_death::load	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC type_record_player_death::load (event_record.cpp:866, dc 0x8daec). Retail 0x49ba40 returns with ret 8 for (file, version), versus DC's single file argument. game::loadRecordedEvents pushes version and file at 0x49dc24/0x49dc25 and calls this virtual load slot at 0x49dc28; even overrides that ignore version retain the two-argument ABI.
src/event_record.cpp	type_record_shroud::load	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC type_record_shroud::load (event_record.cpp:935, dc 0x8dcd8). Retail 0x49bc90 returns with ret 8 for (file, version), versus DC's single file argument. game::loadRecordedEvents pushes version and file at 0x49dc24/0x49dc25 and calls this virtual load slot at 0x49dc28; even overrides that ignore version retain the two-argument ABI.
src/event_record.cpp	game::recordHideBoat	void (boat *, unsigned char, int) __attribute__((thiscall))	Complete extends DC game::record_hide_boat (event_record.cpp:1071, dc 0x8e108). Retail game::recordHideBoat at 0x49c560 returns with ret 0xc, adding requested occupancy and occupying-hero arguments to the DC boat pointer. Its inline constructor stores occupancy from [ebp+0xc] at record+0xc (0x49c594) and hero ID from [ebp+0x10] at record+0x10 (0x49c5a0), separately saving the old boat state at +0xd/+0x14. The exact three-argument definition remains in event_record.cpp.
src/event_record.cpp	game::recordHideHero	void (hero *, char, unsigned char) __attribute__((thiscall))	Complete extends DC game::record_hide_hero (event_record.cpp:1079, dc 0x8e148). Retail game::recordHideHero at 0x49c720 returns with ret 0xc, adding a town-garrison flag to the DC hero pointer/new-owner pair. Its inline constructor loads [ebp+0x10] at 0x49c75a and stores the flag at record+0xe at 0x49c760, after retaining old/new owners at +0xd/+0xc. The exact three-argument definition remains in event_record.cpp.
src/event_record.cpp	game::loadRecordedEvents	unsigned char (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC game::load_recorded_events (event_record.cpp:1380, dc 0x8ead0). Retail 0x49dac0 returns with ret 8 and loads the added version from [ebp+0xc] at 0x49dbe6. It passes version and file at 0x49dc24/0x49dc25 to the record virtual load slot at 0x49dc28, supporting versioned Complete event payloads.
src/mapcell.cpp	NewfullMap::readTimedEventList	int (TAbstractFile *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::readTimedEventList (mapcell.cpp:62, dc 0xeb73c). Retail 0x4fc000 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version from [ebp+0xc] at 0x4fc161, pushes it at 0x4fc164 and calls TTimedEvent::read at 0x4fc172.
src/mapcell.cpp	TTimedEvent::read	int (TAbstractFile *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC TTimedEvent::Read (mapcell.cpp:85, dc 0xeb7d0). Retail 0x4fc1a0 consistently returns with ret 0x8, confirming 2 stack arguments. Compares [ebp+0xc] with map format 28 at 0x4fc25f; newer formats read the apply-to-human byte, older formats default it to true.
src/mapcell.cpp	NewfullMap::loadTimedEventList	int (TAbstractFile *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::loadTimedEventList (mapcell.cpp:179, dc 0xebb0c). Retail 0x4fc500 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version from [ebp+0xc] at 0x4fc661, pushes it at 0x4fc664 and calls TTimedEvent::load at 0x4fc672.
src/mapcell.cpp	TTimedEvent::load	int (TAbstractFile *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC TTimedEvent::Load (mapcell.cpp:201, dc 0xebbbc). Retail 0x4fc6a0 consistently returns with ret 0x8, confirming 2 stack arguments. Compares [ebp+0xc] with save version 42 at 0x4fc6f6; newer saves read the apply-to-human byte, older saves default it to true.
src/mapcell.cpp	NewfullMap::loadTownEventList	int (TAbstractFile *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::loadTownEventList (mapcell.cpp:307, dc 0xebe3c). Retail 0x4fc870 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version at 0x4fc9d4 and pushes it at 0x4fc9d7 into TTimedEvent::load at 0x4fc9e6 before reading town-specific event fields.
src/mapcell.cpp	NewfullMap::read	int (TAbstractFile *, int, unsigned char, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::Read (mapcell.cpp:614, dc 0xec8f4). Retail 0x4fd690 consistently returns with ret 0x10, confirming 4 stack arguments. Loads the fourth argument at 0x4fd8d5 and forwards it to readMapObjects at 0x4fd8dc and readTimedEventList at 0x4fd8f6.
src/mapcell.cpp	NewfullMap::load	int (TAbstractFile *, int, unsigned char, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::Load (mapcell.cpp:679, dc 0xecb94). Retail 0x4fdbc0 consistently returns with ret 0x10, confirming 4 stack arguments. Loads the fourth argument at 0x4fdbd8 and passes it to loadMapLayer at 0x4fdbe5; forwards it to loadBlackBoxList at 0x4fddff and event-list loaders at 0x4fdef1/0x4fdf0a. The compare with 25 at 0x4fdedf gates the additional save payload.
src/mapcell.cpp	NewfullMap::loadMapLayer	int (TAbstractFile *, int, int, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::loadMapLayer (mapcell.cpp:995, dc 0xed688). Retail 0x4fe920 consistently returns with ret 0x10, confirming 4 stack arguments. Loads the fourth argument into edx at 0x4febb7 and passes it with the current cell in ecx to the cell-extra conversion helper at 0x4febbc (target 0x4fe6c0).
src/mapcell.cpp	NewfullMap::readBlackBox	int (TAbstractFile *, BlackBoxData *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::readBlackBox (mapcell.cpp:1524, dc 0xee56c). Retail 0x4ff6b0 consistently returns with ret 0xc, confirming 3 stack arguments. Loads the third argument at 0x4ffb76 and compares it with map format 14 at 0x4ffb7b to select one-byte versus two-byte creature IDs.
src/mapcell.cpp	NewfullMap::readBlackBoxData	int (TAbstractFile *, CObject *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::readBlackBoxData (mapcell.cpp:1708, dc 0xeea60). Retail 0x4ffbf0 consistently returns with ret 0xc, confirming 3 stack arguments. Loads the third argument at 0x4ffcaf and pushes it at 0x4ffcbb into readBlackBox at 0x4ffcc8 with the temporary box and input file.
src/mapcell.cpp	NewfullMap::loadBlackBoxList	int (TAbstractFile *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::loadBlackBoxList (mapcell.cpp:1891, dc 0xef0a0). Retail 0x500200 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version at 0x5003e1 and pushes it at 0x5003e4 into loadBlackBox at 0x5003f2 for each box.
src/mapcell.cpp	NewfullMap::loadBlackBox	int (TAbstractFile *, BlackBoxData *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::loadBlackBox (mapcell.cpp:1914, dc 0xef158). Retail 0x500430 consistently returns with ret 0xc, confirming 3 stack arguments. Loads the third argument at 0x50084d and compares it with save version 25 at 0x500852 to select one-byte versus two-byte creature IDs.
src/mapcell.cpp	NewfullMap::readEventData	int (TAbstractFile *, CObject *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::readEventData (mapcell.cpp:2073, dc 0xef5dc). Retail 0x5008b0 consistently returns with ret 0xc, confirming 3 stack arguments. Loads the third argument at 0x500972 and pushes it at 0x500981 into readBlackBox at 0x50098b before reading the event-specific flags.
src/mapcell.cpp	NewfullMap::readTownData	int (TAbstractFile *, CObject *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::readTownData (mapcell.cpp:2798, dc 0xf094c). Retail 0x5019f0 consistently returns with ret 0xc, confirming 3 stack arguments. Loads the third argument at 0x501ba4 and compares it with map format 14 at 0x501ba9 to select creature-ID width; also forwards it to TTimedEvent::read at 0x501f28 and tests it against 28 at 0x50204c for the added town field.
src/mapcell.cpp	NewfullMap::readHeroData	int (TAbstractFile *, CObject *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::readHeroData (mapcell.cpp:2951, dc 0xf0df4). Retail 0x5021c0 consistently returns with ret 0xc, confirming 3 stack arguments. Loads the third argument into esi at 0x5021fa; compares it with 14 at 0x502202 to gate the quest identifier, forwards it to readHeroId at 0x50223b, and tests formats 14/21 at 0x502298/0x50229d for the experience payload.
src/mapcell.cpp	NewfullMap::readGarrisonData	int (TAbstractFile *, CObject *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::readGarrisonData (mapcell.cpp:3229, dc 0xf151c). Retail 0x502a00 consistently returns with ret 0xc, confirming 3 stack arguments. Loads the third argument at 0x502a5b and compares it with map format 14 at 0x502a60 to select one-byte versus two-byte creature IDs.
src/mapcell.cpp	NewfullMap::readObject	int (TAbstractFile *, CObject *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::readObject (mapcell.cpp:3290, dc 0xf16c8). Retail 0x502e00 consistently returns with ret 0xc, confirming 3 stack arguments. Loads the third argument at 0x502f0d and passes it to readHeroData at 0x502f15; similarly forwards it to readTownData, readEventData, readBlackBoxData and readGarrisonData in their dispatch arms.
src/mapcell.cpp	NewfullMap::readMapObjects	int (TAbstractFile *, int) __attribute__((thiscall))	Complete adds an explicit map/save version to DC NewfullMap::readMapObjects (mapcell.cpp:3838, dc 0xf2c20). Retail 0x504470 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version from [ebp+0xc] at 0x5048ff and pushes it at 0x504905 into readObject at 0x504910 for each object.
include/game.h	game::upgradedCreatureType	TCreatureType (TCreatureType) __attribute__((thiscall)) const	Complete adds this map-dependent upgrade query; no counterpart in the pinned Dreamcast procedure or class method records. Retail 0x529710 reads receiver+0x1f698 at 0x529713; when zero, creature IDs 0x70..0x73 return -1, otherwise it calls the canonical free upgrade helper 0x47b1a0 at 0x52973b. Both exits use ret 4. The inline body and its VA belong to the game interface in game.h; the philai.obj COMDAT address identifies emission.
src/game.cpp	game::loadMinePool	int (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC game::LoadMinePool (game.cpp:896, dc 0xa3e5c) with one explicit argument. Retail 0x4b9340 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version at 0x4b9491 and compares it with 25 at 0x4b9499 to select the mine-guard army representation.
src/game.cpp	game::loadGarrisonPool	int (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC game::LoadGarrisonPool (game.cpp:1024, dc 0xa438c) with one explicit argument. Retail 0x4b96f0 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version at 0x4b9850 and compares it with 28 at 0x4b9856, selecting the saved removable-troops byte or the legacy default.
src/game.cpp	playerData::load	int (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC playerData::load (game.cpp:1409, dc 0xa51b0) with one explicit argument. Retail 0x4ba260 consistently returns with ret 0x8, confirming 2 stack arguments. Tests version against 25 at 0x4ba2d9/0x4ba327/0x4ba380 for legacy hero-ID remapping, then against 37 at 0x4ba5bd for the combination-artifact tail.
src/game.cpp	SGameSetupOptions::load	int (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC SGameSetupOptions::load (game.cpp:3266, dc 0xa8b74) with one explicit argument. Retail 0x4be260 consistently returns with ret 0x8, confirming 2 stack arguments. Tests version against 28 at 0x4be2d0 to replace the legacy path with maps, then against 25 at 0x4be39c for saved hero-ID remapping.
src/game.cpp	NewSMapHeader::loadVictoryCondition	int (char, TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC NewSMapHeader::loadVictoryCondition (game.cpp:6110, dc 0xaeb64) with one explicit argument. Retail 0x4c3890 consistently returns with ret 0xc, confirming 3 stack arguments. Tests the third argument against 25 at 0x4c3ad2 and remaps legacy target hero IDs 0x80/0x81 to the Complete roster in the kill-hero condition.
src/game.cpp	NewSMapHeader::loadLossCondition	int (char, TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC NewSMapHeader::loadLossCondition (game.cpp:6448, dc 0xaf488) with one explicit argument. Retail 0x4c3d90 consistently returns with ret 0xc, confirming 3 stack arguments. Loads the third argument at 0x4c3ddd and compares it with 16 at 0x4c3de0 for the legacy hero-coordinate loss payload; other versions use the saved hero-ID path.
src/game.cpp	NewSMapHeader::read	int (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC NewSMapHeader::Read (game.cpp:6513, dc 0xaf64c) with one explicit argument. Retail 0x4c4390 consistently returns with ret 0x8, confirming 2 stack arguments. The added argument is campaignMap, not a format version. Retail tests [ebp+0xc] at 0x4c4725/0x4c4736/0x4c4748 to apply campaign-scenario victory overrides, writing condition type 0xb or 0xc and the associated fields at 0x4c472c..0x4c4751. The map version itself is read from the stream into the header.
src/game.cpp	NewSMapHeader::load	int (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC NewSMapHeader::Load (game.cpp:6974, dc 0xb0754) with one explicit argument. Retail 0x4c5630 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version at 0x4c5782 and tests it against 27 at 0x4c5788 for maximum hero level, against 28 at 0x4c585a for alignment width, and against 31 at 0x4c5c31 for the newer custom-hero payload.
src/hero.cpp	hero::load	int (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC hero::load (hero.cpp:577, dc 0xcaf98) with one explicit argument. Retail 0x4d7a20 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version into ebx at 0x4d7a63 and compares it with 25 at 0x4d7a66 before selecting the legacy or Complete hero record; subsequent source fields also distinguish versions 30 and 32.
src/seerhut.cpp	TSeerHut::load	void (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC TSeerHut::load (seerhut.cpp:535, dc 0x12d8e4) with one explicit argument. Retail 0x574a90 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version into ebx at 0x574aac and compares it with 28 at 0x574ab4, selecting legacy artifact-quest reconstruction or the Complete quest factory and versioned virtual load path.
src/town.cpp	town::load	int (TAbstractFile *, int) __attribute__((thiscall))	Complete extends DC town::load (town.cpp:458, dc 0x165628) with one explicit argument. Retail 0x5bcd60 consistently returns with ret 0x8, confirming 2 stack arguments. Loads version into edi at 0x5bcef4 and passes it in edx to the saved hero-ID helper at 0x5bcefb for the garrison hero and again for the visiting hero. The same version also selects the legacy town-name buffer or string representation.
src/border.cpp	border::border	void (int, int, int, int, int, int) __attribute__((thiscall))	Complete omits DC's trailing unsigned-char focusable argument from border::border (border.cpp:47, dc 0x54378). Pinned retail 0x44ff10 consistently returns with ret 0x18, confirming 6 arguments rather than DC's 7. Retail forwards x/y/w/h/id/style to the six-argument widget constructor at 0x44ff30, then installs the border vtable at 0x44ff35.
src/border.cpp	bitmapBorder::bitmapBorder	void (int, int, int, int, int, const char *, int) __attribute__((thiscall))	Complete omits DC's trailing unsigned-char focusable argument from bitmapBorder::bitmapBorder (border.cpp:280, dc 0x547c0). Pinned retail 0x4502d0 consistently returns with ret 0x1c, confirming 7 arguments rather than DC's 8. Retail calls the default widget constructor at 0x4502ef, forwards x/y/w/h/id/style to widget::initialize at 0x45031b and uses the image argument for bitmap loading. Both return paths clean up seven arguments.
src/border.cpp	bitmapBorder16::bitmapBorder16	void (int, int, int, int, int, const char *, int) __attribute__((thiscall))	Complete omits DC's trailing unsigned-char focusable argument from bitmapBorder16::bitmapBorder16 (border.cpp:398, dc 0x54a98). Pinned retail 0x450690 consistently returns with ret 0x1c, confirming 7 arguments rather than DC's 8. Retail calls the default widget constructor at 0x4506af, forwards x/y/w/h/id/style to widget::initialize at 0x4506db and uses the image argument for the 16-bit bitmap. Both return paths clean up seven arguments.
src/button.cpp	button::button	void (int, int, int, int, int, const char *, int, int, bool, int, int) __attribute__((thiscall))	Complete omits DC's trailing focus argument from button::button (button.cpp:69, dc 0x57130). Its raw public ??0button@@QAA@HHHHHPBDHH_NHH1@Z proves native bool end and focus; lowered CodeView describes bytes. Pinned retail 0x455ef0 consistently returns with ret 0x2c, confirming 11 arguments rather than DC's 12. Retail loads style from [ebp+0x30] at 0x455f09 and passes the six base fields to widget at 0x455f2b; the remaining arguments initialize frames, end-dialog state, hotkey and sprite.
src/iconwdgt.cpp	iconWidget::iconWidget	void (int, int, int, int, int, const char *, int, int, bool, unsigned int, int) __attribute__((thiscall))	Complete omits DC's trailing focusable argument from iconWidget::iconWidget (iconwdgt.cpp:63, dc 0xd9350). Pinned retail 0x4ea720 consistently returns with ret 0x2c, confirming 11 arguments rather than DC's 12. Retail loads style from [ebp+0x30] at 0x4ea739 and passes the six base fields to widget at 0x4ea759; frame/sequence/flipped/background-color and image arguments initialize the icon fields.
src/singleselectionpopups.cpp	CHotspotWidget::CHotspotWidget	void (int, int, int, int, int) __attribute__((thiscall))	Complete omits DC's trailing unsigned-char focus argument from CHotspotWidget::CHotspotWidget (singleselectionpopups.cpp:114, dc 0x12de28). Pinned retail 0x575220 consistently returns with ret 0x14, confirming 5 arguments rather than DC's 6. Retail calls the default widget constructor at 0x575226, then stores only x/y/w/h/id from its five arguments at 0x575237..0x575255 and installs vtable 0x6419a4.
src/textwdgt.cpp	textWidget::textWidget	void (int, int, int, int, const char *, const char *, font::TColor, int, unsigned int, int, int) __attribute__((thiscall))	Complete omits DC's trailing unsigned-char focusable argument from textWidget::textWidget (textwdgt.cpp:62, dc 0x164c80). Pinned retail 0x5bc280 consistently returns with ret 0x2c, confirming 11 arguments rather than DC's 12. Retail forwards x/y/w/h/id plus fixed style 8 to widget at 0x5bc2b9, then initializes text/font/color/justification/background/style from its remaining arguments. No twelfth focusability argument is consumed.
src/textscroller.cpp	type_text_slider::type_text_slider	void (int, int, int, int, int, int, TSliderFunction, EGraphics, int, unsigned char, type_text_scroller *) __attribute__((thiscall))	Complete scenario-description scroller; neither class has a procedure or member declaration in pinned Dreamcast CodeView. The inline construction in scroller ctor 0x5b9fb0 calls slider::slider at 0x5ba277, installs private-slider vtable 0x642cc8 at 0x5ba27f, and stores the scroller receiver at slider+0x68 at 0x5ba285. This private 0x6c-byte extension belongs in the scroller implementation. The textscroller module name is provisional; retail places this family between text and textntry.
src/textscroller.cpp	type_text_slider::close	void () __attribute__((thiscall))	Complete scenario-description scroller; neither class has a procedure or member declaration in pinned Dreamcast CodeView. Vtable 0x642cc8 slot 16 points to 0x5b9fa0. It reads currentState at slider+0x3c and owner at +0x68, then calls type_text_scroller::refresh at 0x5b9fa7. The textscroller module name is provisional; retail places this family between text and textntry.
src/textscroller.cpp	type_text_scroller::type_text_scroller	void (const char *, int, int, int, int, const char *, font::TColor, slider::EGraphics) __attribute__((thiscall))	Complete scenario-description scroller; neither class has a procedure or member declaration in pinned Dreamcast CodeView. Retail 0x5b9fb0 returns with ret 0x20, calls widget at 0x5b9fe9, gets the font at 0x5ba026, wraps lines at 0x5ba047/0x5ba089, constructs each textWidget at 0x5ba197 and constructs its private slider at 0x5ba277..0x5ba285. The textscroller module name is provisional; retail places this family between text and textntry.
src/textscroller.cpp	type_text_scroller::open	int (int, heroWindow *) __attribute__((thiscall))	Complete scenario-description scroller; neither class has a procedure or member declaration in pinned Dreamcast CodeView. Vtable 0x642d0c slot 1 points to 0x5ba2e0. It calls widget::open at 0x5ba2ef, registers the line widgets and slider through heroWindow::addWidget at 0x5ba324/0x5ba34f, and hides an unnecessary slider. Retail returns with ret 8. The textscroller module name is provisional; retail places this family between text and textntry.
src/textscroller.cpp	type_text_scroller::~type_text_scroller	void () __attribute__((thiscall))	Complete scenario-description scroller; neither class has a procedure or member declaration in pinned Dreamcast CodeView. Vtable 0x642d0c slot 0 uses the deleting wrapper at 0x5ba2b0, whose body calls the destructor at 0x5ba3b0. That destructor deletes the owned line widgets, slider and background before its vector cleanup and widget destructor call at 0x5ba49b. The textscroller module name is provisional; retail places this family between text and textntry.
src/textscroller.cpp	type_text_scroller::main	int (message &) __attribute__((thiscall))	Complete scenario-description scroller; neither class has a procedure or member declaration in pinned Dreamcast CodeView. Vtable 0x642d0c slot 2 points to 0x5ba4c0. It relays status commands to child widgets at 0x5ba529/0x5ba56a, constructs and grabs a background bitmap at 0x5ba59c/0x5ba5dd for drawing, then calls widget::main at 0x5ba5e5. Retail returns with ret 4. The textscroller module name is provisional; retail places this family between text and textntry. Reference parameter follows the canonical DC widget virtual interface; x86 ABI is unchanged.
src/textscroller.cpp	type_text_scroller::refresh	void (int) __attribute__((thiscall))	Complete scenario-description scroller; neither class has a procedure or member declaration in pinned Dreamcast CodeView. Retail 0x5ba600 is called by the private-slider close hook. It restores the background through Bitmap16Bit::draw at 0x5ba64e, updates the visible text lines and calls heroWindowManager::updateScreen at 0x5ba6c9, then returns with ret 4. The textscroller module name is provisional; retail places this family between text and textntry.
src/textscroller.cpp	type_text_scroller::setText	void (const char *) __attribute__((thiscall))	Complete scenario-description scroller; neither class has a procedure or member declaration in pinned Dreamcast CodeView. Retail 0x5ba6e0 obtains the font at 0x5ba703, rewraps through font::fillLinesVector at 0x5ba72e/0x5ba77f, updates slider visibility and range, and changes each line widget before releasing the font. Retail returns with ret 4. The textscroller module name is provisional; retail places this family between text and textntry.
src/customcampaign.cpp	TStreamBufFile::TStreamBufFile	void (std::streambuf *) __attribute__((thiscall))	Complete gzip/campaign stream family; no corresponding procedure or class-member identity in pinned Dreamcast CodeView. The inline adapter in ScenarioStruct::loadMapHeader stores its wrapped TGzInflateBuf pointer at frame-0x10 at 0x487d7e and installs vtable 0x63dacc at frame-0x14 at 0x487d81. This eight-byte stack object is private to the campaign reader.
