# Reviewed compiler-generated and external-library exclusions.
# Game-source exclusions live in dc_only.tsv; both lists are checked together.
file	function	line	reason
../stlport/stl_alloc.h	std::_STL_alloc_proxy<NewmapCell::TObjectCell *,NewmapCell::TObjectCell,std::allocator<NewmapCell::TObjectCell> >::_STL_alloc_proxy<NewmapCell::TObjectCell *,NewmapCell::TObjectCell,std::allocator<NewmapCell::TObjectCell> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<SecondarySkillData *,SecondarySkillData,std::allocator<SecondarySkillData> >::_STL_alloc_proxy<SecondarySkillData *,SecondarySkillData,std::allocator<SecondarySkillData> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<Sign *,Sign,std::allocator<Sign> >::_STL_alloc_proxy<Sign *,Sign,std::allocator<Sign> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TBlackMarket *,TBlackMarket,std::allocator<TBlackMarket> >::_STL_alloc_proxy<TBlackMarket *,TBlackMarket,std::allocator<TBlackMarket> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TSeerHut *,TSeerHut,std::allocator<TSeerHut> >::_STL_alloc_proxy<TSeerHut *,TSeerHut,std::allocator<TSeerHut> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TSpel	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TTimedEvent *,TTimedEvent,std::allocator<TTimedEvent> >::_STL_alloc_proxy<TTimedEvent *,TTimedEvent,std::allocator<TTimedEvent> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TTownEvent *,TTownEvent,std::allocator<TTownEvent> >::_STL_alloc_proxy<TTownEvent *,TTownEvent,std::allocator<TTownEvent> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TownExtra *,TownExtra,std::allocator<TownExtra> >::_STL_alloc_proxy<TownExtra *,TownExtra,std::allocator<TownExtra> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TreasureData *,TreasureData,std::allocator<TreasureData> >::_STL_alloc_proxy<TreasureData *,TreasureData,std::allocator<TreasureData> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<army * *,army *,std::allocator<army *> >::_STL_alloc_proxy<army * *,army *,std::allocator<army *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<boat *,boat,std::allocator<boat> >::_STL_alloc_proxy<boat *,boat,std::allocator<boat> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<char * *,char *,std::allocator<char *> >::_STL_alloc_proxy<char * *,char *,std::allocator<char *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<char *,char,std::allocator<char> >::_STL_alloc_proxy<char *,char,std::allocator<char> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<combatManager::TObstacle *,combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::_STL_alloc_proxy<combatManager::TObstacle *,combatManager::TObstacle,std::allocator<combatManager::TObstacle> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<enum SpellID * *,enum SpellID *,std::allocator<enum SpellID> >::_STL_alloc_proxy<enum SpellID * *,enum SpellID *,std::allocator<enum SpellID> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<enum SpellID *,enum SpellID,std::allocator<enum SpellID> >::_STL_alloc_proxy<enum SpellID *,enum SpellID,std::allocator<enum SpellID> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<enum TArtifact *,enum TArtifact,std::allocator<enum TArtifact> >::_STL_alloc_proxy<enum TArtifact *,enum TArtifact,std::allocator<enum TArtifact> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<game::TRumour *,game::TRumour,std::allocator<game::TRumour> >::_STL_alloc_proxy<game::TRumour *,game::TRumour,std::allocator<game::TRumour> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<garrison *,garrison,std::allocator<garrison> >::_STL_alloc_proxy<garrison *,garrison,std::allocator<garrison> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<generator *,generator,std::allocator<generator> >::_STL_alloc_proxy<generator *,generator,std::allocator<generator> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<hero *,hero,std::allocator<hero> >::_STL_alloc_proxy<hero *,hero,std::allocator<hero> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<iconWidget * *,iconWidget *,std::allocator<iconWidget *> >::_STL_alloc_proxy<iconWidget * *,iconWidget *,std::allocator<iconWidget *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<int *,int,std::allocator<int> >::_STL_alloc_proxy<int *,int,std::allocator<int> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<long *,long,std::allocator<long> >::_STL_alloc_proxy<long *,long,std::allocator<long> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<mine *,mine,std::allocator<mine> >::_STL_alloc_proxy<mine *,mine,std::allocator<mine> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<pathCell * *,pathCell *,std::allocator<pathCell *> >::_STL_alloc_proxy<pathCell * *,pathCell *,std::allocator<pathCell *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<pathCell *,pathCell,std::allocator<pathCell> >::_STL_alloc_proxy<pathCell *,pathCell,std::allocator<pathCell> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<resource * *,resource *,std::allocator<resource *> >::_STL_alloc_proxy<resource * *,resource *,std::allocator<resource *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<sample * *,sample *,std::allocator<sample *> >::_STL_alloc_proxy<sample * *,sample *,std::allocator<sample *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<std::_Rb_tree_node<enum SpellID> *,std::_Rb_tree_node<enum SpellID>,std::allocator<enum SpellID> >::_STL_alloc_proxy<std::_Rb_tree_node<enum SpellID> *,std::_Rb_tree_node<enum SpellID>,std::allocator<enum SpellID> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<std::basic_string<char,std::char_traits<char>,std::allocator<char> > * *,std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<char> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<std::basic_string<char,std::char_traits<char>,std::allocator<char> > *,std::basic_string<char,std::char_traits<char>,std::allocator<char> >,std::allocator<std::basic_string<char,std::char_traits<char>,std::allocator<c	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<std::vector<char *,std::allocator<char *> > * *,std::vector<char *,std::alloc	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<textWidget * *,textWidget *,std::allocator<textWidget *> >::_STL_alloc_proxy<textWidget * *,textWidget *,std::allocator<textWidget *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<town *,town,std::allocator<town> >::_STL_alloc_proxy<town *,town,std::allocator<town> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_artifact *,type_artifact,std::allocator<type_artifact> >::_STL_alloc_proxy<type_artifact *,type_artifact,std::allocator<type_artifact> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_artifact_effect * *,type_artifact_effect *,std::allocator<type_artifact_effect *> >::_STL_alloc_proxy<type_artifact_effect * *,type_artifact_effect *,std::allocator<type_artifact_effect *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_artifact_offering *,type_artifact_offering,std::allocator<type_artifact_offering> >::_STL_alloc_proxy<type_artifact_offering *,type_artifact_offering,std::allocator<type_artifact_offering> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_creature_bank *,type_creature_bank,std::allocator<type_creature_bank> >::_STL_alloc_proxy<type_creature_bank *,type_creature_bank,std::allocator<type_creature_bank> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_creature_source *,type_creature_source,std::allocator<type_creature_source> >::_STL_alloc_proxy<type_creature_source *,type_creature_source,std::allocator<type_creature_source> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_creature_value *,type_creature_value,std::allocator<type_creature_value> >::_STL_alloc_proxy<type_creature_value *,type_creature_value,std::allocator<type_creature_value> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_dialog_resource *,type_dialog_resource,std::allocator<type_dialog_resource> >::_STL_alloc_proxy<type_dialog_resource *,type_dialog_resource,std::allocator<type_dialog_resource> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_event_record * *,type_event_record *,std::allocator<type_event_record *> >::_STL_alloc_proxy<type_event_record * *,type_event_record *,std::allocator<type_event_record *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_monster_data *,type_monster_data,std::allocator<type_monster_data> >::_STL_alloc_proxy<type_monster_data *,type_monster_data,std::allocator<type_monster_data> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_point *,type_point,std::allocator<type_point> >::_STL_alloc_proxy<type_point *,type_point,std::allocator<type_point> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_record_shroud::type_shroud_cha	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<type_university *,type_university,std::allocator<type_university> >::_STL_alloc_proxy<type_university *,type_university,std::allocator<type_university> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<unsigned int *,unsigned int,std::allocator<bool> >::_STL_alloc_proxy<unsigned int *,unsigned int,std::allocator<bool> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<unsigned int,CNetMsg *,std::allocator<CNetMsg *> >::_STL_alloc_proxy<unsigned int,CNetMsg *,std::allocator<CNetMsg *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<unsigned int,enum SpellID,std::allocator<enum SpellID> >::_STL_alloc_proxy<unsigned int,enum SpellID,std::allocator<enum SpellID> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<widget * *,widget *,std::allocator<widget *> >::_STL_alloc_proxy<widget * *,widget *,std::allocator<widget *> >	1004	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_ST	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<BlackBoxData *,BlackBoxData,std::allocator<BlackBoxData> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<CNetMsg * * *,CNetMsg * *,std::allocator<CNetMsg *> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<CObject *,CObject,std::allocator<CObject> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<CObjectType *,CObjectType,std::allocator<CObjectType> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<CSprite * *,CSprite *,std::allocator<CSprite *> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<HeroDestination *,HeroDestination,std::allocator<HeroDestination> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<LODEntry *,LODEntry,std::allocator<LODEntry> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<MonsterData *,MonsterData,std::allocator<MonsterData> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<NewmapCell::TObjectCell *,NewmapCell::TObjectCell,std::allocator<NewmapCell::TObjectCell> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<SecondarySkillData *,SecondarySkillData,std::allocator<SecondarySkillData> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<Sign *,Sign,std::allocator<Sign> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TBlackMarket *,TBlackMarket,std::allocator<TBlackMarket> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TSeerHut *,TSeerHut,std::allocator<TSeerHut> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TSpellbookWindow::TSpellbookEntry *,TSpellbookWindow::TSpellbookEntry,std::allocator<TSpellbookWindow::TSpellbookEntry> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TTimedEvent *,TTimedEvent,std::allocator<TTimedEvent> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TTownEvent *,TTownEvent,std::allocator<TTownEvent> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TownExtra *,TownExtra,std::allocator<TownExtra> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<TreasureData *,TreasureData,std::allocator<TreasureData> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<army * *,army *,std::allocator<army *> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<boat *,boat,std::allocator<boat> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<char * *,char *,std::allocator<char *> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<char *,char,std::allocator<char> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<combatManager::TObstacle *,combatManager::TObstacle,std::allocator<combatManager::TObstacle> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<enum SpellID * *,enum SpellID *,std::allocator<enum SpellID> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<enum SpellID *,enum SpellID,std::allocator<enum SpellID> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<enum TArtifact *,enum TArtifact,std::allocator<enum TArtifact> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<game::TRumour *,game::TRumour,std::allocator<game::TRumour> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<garrison *,garrison,std::allocator<garrison> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<generator *,generator,std::allocator<generator> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<hero *,hero,std::allocator<hero> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<iconWidget * *,iconWidget *,std::allocator<iconWidget *> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<int *,int,std::allocator<int> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<long *,long,std::allocator<long> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
../stlport/stl_alloc.h	std::_STL_alloc_proxy<mine *,mine,std::allocator<mine> >::allocate	1022	Library emission: Dreamcast STLport specialization; Complete uses the VC6 Dinkumware library from its toolchain. No project-authored C++ body is expected for this procedure; source helpers calling containers remain audited separately.
